Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Properties,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,536.0625273164869,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,114.21900130857443,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.57801258051003,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,133.39458102395878,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,143.98661319653806,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,154.8217801894083,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,166.1092622227254,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,178.0845980064871,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,190.99952223754818,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,204.1896754070984,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,218.646939980406,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,233.31597080408358,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,248.67960466302932,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,264.6824298340455,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,281.67154608015744,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,299.3648925448442,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,318.2253174404273,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,337.7146477311247,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,357.94617555556056,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,380.5393825140308,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,403.3362265752888,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,426.7812660858331,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,451.6998660939109,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,478.88025168862475,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,506.79231140579657,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,536.4570543160324,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,113.96875078846742,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.47400759438398,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,133.2939168650549,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,143.8026415836243,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,154.66232102353868,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,166.13183444847454,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,178.1506088878646,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,190.70332624773798,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,204.05063293782467,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,218.19393208991232,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,232.6196040383597,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,247.9294400227434,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,264.3987760899365,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,281.49225692421135,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,299.5636205481133,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,318.5697681824074,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,338.6249458259483,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,359.44632410640367,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,381.57999430157747,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,404.77512428889185,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,428.83931864312063,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,453.91392756500215,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,480.26822454927606,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,508.3739525602352,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,537.3810891724579,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,261.09377962120016,255.6188587958887,0.0,0.0,0.0,26128.939644037906
1,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,261.17519093091477,285.10845688035965,0.0,0.0,648.7843134237227,26157.23071836268
2,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.2613438445088,316.0085087325712,0.0,0.0,647.6581563134318,26187.38360831844
3,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.3534732329346,349.02651462811866,0.0,0.0,646.4472791560182,26219.39155015951
4,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.4480147526525,383.29011101419354,0.0,0.0,645.3445567810325,26252.243213605183
5,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.5441618550892,418.88526768806173,0.0,0.0,644.1488219710029,26285.66704164803
6,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.64047177012606,457.086609891919,0.0,0.0,643.178127215792,26319.372683051464
7,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,261.73678168516295,496.5715543694469,0.0,0.0,646.7796473690039,26353.079461538702
8,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.83423880282885,538.8434234512519,0.0,0.0,645.7731545276141,26386.937046812618
9,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.9317510262979,582.7492992138356,0.0,0.0,644.8489424669206,26420.824354636683
10,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.029295812287,629.5441908860372,0.0,0.0,643.9493524654146,26454.722143930474
11,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,262.12687316079615,677.8573167121003,0.0,0.0,643.6352633068599,26488.87323286112
12,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.2257580197253,729.3726871171116,0.0,0.0,643.6352633068599,26523.475336437532
13,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.3272879572053,783.1341647318168,0.0,0.0,643.6352633068599,26558.757083957968
14,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.4296061186015,839.2613939421957,0.0,0.0,643.6352633068599,26594.314084165486
15,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.54199189930046,898.5120678110604,71.0,71.0,643.6352633068599,26633.36901760287
16,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.66043180391733,960.5268805872545,71.0,71.0,643.6352633068599,26674.522727169242
17,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.7788717085342,1025.1976227674102,71.0,71.0,643.6352633068599,26715.678969774563
18,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.8973116131511,1095.7706776271698,71.0,71.0,643.6352633068599,26756.83855787018
19,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,263.0160821525868,1169.2913514846882,71.0,71.0,643.6352633068599,26798.108533481547
20,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1245.0704291608192,71.0,71.0,643.6352633068599,26839.50939076439
21,1.0,1.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1326.326950787041,70.99999999018698,71.0,643.6352633068599,26839.50939076439
22,1.0,1.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1410.9991937133998,67.39999998604196,71.0,643.6352633068599,26839.50939076439
23,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1499.9335618760938,67.39999998604196,71.0,643.6352633068599,26839.50939076439
24,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1592.4601206173436,67.39999998604196,71.0,643.6352633068599,26839.50939076439
25,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1690.3237228537037,67.39999998604196,71.0,643.6352633068599,26839.50939076439
0,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,261.09377962120016,255.6188587958887,0.0,0.0,0.0,26128.939644037906
1,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,261.17519093091477,285.28717462788563,0.0,0.0,648.7843134237227,26157.23071836268
2,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.2613438445088,316.3223209409081,0.0,0.0,647.6581563134318,26187.38360831844
3,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.3534732329346,349.3149860750332,0.0,0.0,646.4472791560182,26219.39155015951
4,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.4480147526525,383.7635866125486,0.0,0.0,645.3445567810325,26252.243213605183
5,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.5441618550892,419.76618321488087,0.0,0.0,644.1488219710029,26285.66704164803
6,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.64047177012606,458.28079654945145,0.0,0.0,643.178127215792,26319.372683051464
7,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,261.73678168516295,498.35776329197137,0.0,0.0,646.7796473690039,26353.079461538702
8,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.83423880282885,540.5347407834569,0.0,0.0,645.7731545276141,26386.937046812618
9,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,261.9317510262979,585.1814436257548,0.0,0.0,644.8489424669206,26420.824354636683
10,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.029295812287,631.4572432823205,0.0,0.0,643.9493524654146,26454.722143930474
11,1.0,0.0,2.0,0.5,4.5,500.0,2000.0,262.12687316079615,680.4372467308509,0.0,0.0,643.6352633068599,26488.87323286112
12,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.2257580197253,731.2250743238759,0.0,0.0,643.6352633068599,26523.475336437532
13,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.3272879572053,785.2184511898143,0.0,0.0,643.6352633068599,26558.757083957968
14,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.4296061186015,842.1671993149498,0.0,0.0,643.6352633068599,26594.314084165486
15,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.54199189930046,900.3750499545205,71.0,71.0,643.6352633068599,26633.36901760287
16,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.66043180391733,963.038697991335,71.0,71.0,643.6352633068599,26674.522727169242
17,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,262.7788717085342,1027.2016144515717,71.0,71.0,643.6352633068599,26715.678969774563
18,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,262.8973116131511,1096.1479206268884,71.0,71.0,643.6352633068599,26756.83855787018
19,1.0,0.0,1.0,0.5,4.5,500.0,2000.0,263.0160821525868,1168.8114033109894,71.0,71.0,643.6352633068599,26798.108533481547
20,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1243.843622458961,71.0,71.0,643.6352633068599,26839.50939076439
21,1.0,1.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1322.1371523413545,70.99999999018698,71.0,643.6352633068599,26839.50939076439
22,1.0,1.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1404.5108379410458,67.39999998604196,71.0,643.6352633068599,26839.50939076439
23,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1493.985860790592,67.39999998604196,71.0,643.6352633068599,26839.50939076439
24,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1586.4930903743414,67.39999998604196,71.0,643.6352633068599,26839.50939076439
25,1.0,0.0,0.0,0.5,4.5,500.0,2000.0,263.1351920936737,1684.22530845745,67.39999998604196,71.0,643.6352633068599,26839.50939076439
0,1.0,0.0,0.0,0.1,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.8454240732
1,1.0,0.0,2.0,0.1,4.5,149.0,2000.0,90.66944331728031,114.04428454438634,0.0,0.0,648.7843128562427,9150.258858448467
2,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,90.86927449313798,123.43533205804908,0.0,0.0,637.8715168292046,9219.703713675546
3,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,91.07475150900846,133.20774650902,0.0,0.0,631.4865677606203,9291.613864938903
4,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,91.28796838541113,143.37613148281494,0.0,0.0,624.6619482858163,9366.212846722678
5,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,91.5054910288866,154.0483074975898,0.0,0.0,617.9780867534986,9442.324152116204
6,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,91.72587165969776,165.4086232579004,0.0,0.0,611.7656271736712,9518.955290840224
7,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,91.94945594151886,177.2864816063794,0.0,0.0,605.4924136420154,9596.757064821952
8,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,92.17765157713924,190.37666137386208,0.0,0.0,599.9403755205625,9676.042731616033
9,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,92.40954932080709,203.8480906404235,0.0,0.0,594.0112953648912,9756.656795348026
10,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,92.64477094632808,217.41468331703,0.0,0.0,588.4467737515159,9838.26141010607
11,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,92.88175094793117,232.09496011397508,0.0,0.0,583.0164750373063,9920.610982671207
12,1.0,0.0,2.0,0.1,4.5,149.0,2000.0,93.11985310407096,247.51246139046492,0.0,0.0,580.9709664981084,10003.341246042028
13,1.0,0.0,0.0,0.1,4.5,149.0,2000.0,93.3656074524198,263.47738875690743,0.0,0.0,580.9709664981084,10088.699164969103
14,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,93.61296738348744,280.92079209842575,0.0,0.0,580.9709664981084,10175.257705508238
15,1.0,0.0,0.0,0.1,4.5,149.0,2000.0,93.86479839903728,298.2677847971393,71.0,71.0,580.9709664981084,10263.39082475789
16,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,94.11911919496546,315.99927206835207,71.0,71.0,580.9709664981084,10351.762587724626
17,1.0,0.0,0.0,0.1,4.5,149.0,2000.0,94.37594229531814,335.18383751981463,71.0,71.0,580.9709664981084,10440.996187959508
18,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,94.63298331407415,354.7341164215833,71.0,71.0,580.9709664981084,10530.957977603359
19,1.0,0.0,0.0,0.1,4.5,149.0,2000.0,94.8931528395631,377.3697306759287,71.0,71.0,580.9709664981084,10621.363922890398
20,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,400.2717972744741,71.0,71.0,580.9709664981084,10711.964071532733
21,1.0,1.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,424.38090599293633,70.9999999758345,71.0,580.9709664981084,10711.964071532733
22,1.0,1.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,449.9691856256296,67.39999996562699,71.0,580.9709664981084,10711.964071532733
23,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,477.46342702029114,67.39999996562699,71.0,580.9709664981084,10711.964071532733
24,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,504.949444288643,67.39999996562699,71.0,580.9709664981084,10711.964071532733
25,1.0,0.0,1.0,0.1,4.5,149.0,2000.0,95.15378575476026,534.1000739518392,67.39999996562699,71.0,580.9709664981084,10711.964071532733
0,1.0,0.0,0.0,0.2,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.820520415771
1,1.0,0.0,2.0,0.2,4.5,149.0,2000.0,90.66944331728031,113.93637291692198,0.0,0.0,648.7843128562427,9150.218794041442
2,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,90.86927449313798,123.16167722536765,0.0,0.0,637.878145070886,9219.667170885066
3,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,91.07475150900846,133.26441215580147,0.0,0.0,631.5018719922896,9291.570517857117
4,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,91.28796838541113,143.52647929300835,0.0,0.0,624.6846317467812,9366.142574683721
5,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,91.5054910288866,154.3376423104357,0.0,0.0,618.00729655235,9442.232260254357
6,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,91.72587165969776,165.80100638678914,0.0,0.0,611.8038403548222,9518.912268495524
7,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,91.94945594151886,177.5033884406043,0.0,0.0,605.5466982008772,9596.82027852615
8,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,92.17765157713924,190.11852799819547,0.0,0.0,600.0048861142566,9676.093628736224
9,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,92.40954932080709,203.0585855848678,0.0,0.0,594.0823893688262,9756.737290275641
10,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,92.64477094632808,217.25185315960923,0.0,0.0,588.5308357551008,9838.207004923182
