Step,AgentID,Agent census ID,Preference,Power,Proximity,Utility,Influence Message,Ideology,Stakeholder Pref,Agent Type
1,63,24096,8.40546697957798,0.552951667,0.0082756399604626,55.2951667,7.289965473535465e-06,0.0,13.0,House
1,64,24070,21.116668335575536,0.566627926,0.008090844012202,56.6627926,9.95249293524153e-06,1.0,13.0,House
1,65,27765,8.0526990234571,0.637514027,0.0080718122895465,63.75140270000001,8.071938558097753e-06,0.0,13.0,House
1,66,24097,8.090167034399837,0.668413354,0.0080181002782529,66.8413354,8.372313074788098e-06,0.0,13.0,House
1,67,27814,7.6644797529889965,0.540357486,0.0078157553368947,54.0357486,6.494976471453156e-06,0.0,13.0,House
1,68,24086,19.943473205598817,0.538574062,0.007725636341168,53.8574062,8.850397489199609e-06,1.0,13.0,House
1,69,24098,19.887802210534463,0.626643155,0.0076919385634409,62.6643155,1.0233230947183388e-05,1.0,13.0,House
1,70,27774,19.97061990517947,0.563331597,0.0076790869702513,56.3331597,9.17729676978909e-06,1.0,13.0,House
1,71,27793,19.245095574574414,0.634247756,0.0074821600311031,63.4247756,9.955481499304744e-06,1.0,13.0,House
1,72,27786,7.148091221119902,0.516271241,0.0074508490140097,51.6271241,5.747300550140431e-06,0.0,13.0,House
1,73,27766,7.0649006120248306,0.568381292,0.007418513874853,56.8381292,6.283585966616635e-06,0.0,13.0,House
1,74,24055,19.138432904808546,1.041680026,0.0074137489308787,104.1680026,1.6137852279517165e-05,1.0,13.0,House
1,75,27804,18.76299874998174,0.52271361,0.0073458910819366,52.271361000000006,7.992564576920737e-06,1.0,13.0,House
1,76,24099,6.638331880588909,0.572419045,0.0072960867381851,57.2419045,6.16243323777295e-06,0.0,13.0,House
1,77,24085,6.391206977302187,0.579662953,0.0070764505029113,57.966295300000006,5.9444485148831706e-06,0.0,13.0,House
1,78,27813,17.97927593584182,0.644617666,0.007046977219224,64.4617666,9.292524134910156e-06,1.0,13.0,House
1,79,27773,6.355256691151262,0.59282823,0.0069471357001657,59.28282299999999,5.904453422559155e-06,0.0,13.0,House
1,80,24100,5.9823273230017,0.517964492,0.0068899186335461,51.796449200000005,5.091833691797115e-06,0.0,13.0,House
1,81,27805,17.210433769678453,0.565215213,0.006833054441336,56.5215213,7.80140631482646e-06,1.0,13.0,House
1,82,27767,17.04810969998387,0.503336406,0.0068267559565032,50.3336406,6.938320605524436e-06,1.0,13.0,House
1,83,24015,5.970252140188366,0.797210644,0.0067954273931511,79.7210644,7.668047470728058e-06,0.0,13.0,House
1,84,27787,5.8682875831694234,0.489740301,0.0067611938222314,48.9740301,4.673280864829055e-06,0.0,13.0,House
1,85,24051,5.859397163607921,0.47570335,0.0067311727235796,47.570335,4.507644107532578e-06,0.0,13.0,House
1,86,27792,16.747397644971475,0.889678182,0.0067219431277462,88.96781820000001,1.2000401099952045e-05,1.0,13.0,House
1,87,24014,5.648193904934904,0.860432029,0.0066050422875222,86.04320290000001,7.914439145744997e-06,0.0,13.0,House
1,88,27812,5.352673175115884,0.532422251,0.0064880143730833,53.2422251,4.762052914461059e-06,0.0,13.0,House
1,89,27818,5.473274261196421,0.665858448,0.0064590579982461,66.5858448,5.913999207856598e-06,0.0,13.0,House
1,90,24028,5.431168183171572,0.907161751,0.0064530453708119,90.7161751,8.045474754616543e-06,0.0,13.0,House
1,91,24052,5.149696313402281,0.549174415,0.0064118836423466,54.9174415,4.8220810916251875e-06,0.0,13.0,House
1,92,27768,5.046796184528759,0.570064524,0.0062982176560438,57.00645239999999,4.867801533104898e-06,0.0,13.0,House
1,93,24101,5.125340346374105,0.875420808,0.0062713114647416,87.5420808,7.425589428516111e-06,0.0,13.0,House
1,94,27819,4.9888907844720745,0.53795287,0.0062627818554388,53.795287,4.553427562460674e-06,0.0,13.0,House
1,95,27806,5.068827777850301,0.642844261,0.0062503014050364,64.2844261,5.424405347840964e-06,0.0,13.0,House
1,96,24016,35.155978345109006,0.76811478,0.0061569616114049,76.811478,1.4844347371089742e-05,2.0,13.0,House
1,97,27789,14.770584093133825,0.663984851,0.0060969815885108,66.3984851,7.819855857742052e-06,1.0,13.0,House
1,98,24053,4.715292008658636,0.636351795,0.006071914012775,63.63517950000001,5.133656859834691e-06,0.0,13.0,House
1,99,27788,4.8151946839869,0.568691888,0.0060714580989666,56.8691888,4.5872890076675e-06,0.0,13.0,House
1,100,24029,40.160435046666606,0.69299304625,0.0060460860306772,55.85994141762036,1.1107667278856951e-05,0.0,61.0,House
1,101,27790,4.864911855069162,0.406921289,0.0060221661785536,40.6921289,3.241241176755377e-06,0.0,13.0,House
1,102,27820,14.491767801452665,0.765149086,0.0060202848778765,76.5149086,8.85553057482749e-06,1.0,13.0,House
1,103,27811,14.493672892777882,0.513145239,0.0060192240924777,51.3145239,5.937498854224112e-06,1.0,13.0,House
1,104,24013,4.564188546215955,0.605201988,0.0060149002384244,60.5201988,4.811611882772093e-06,0.0,13.0,House
1,105,27772,33.93968887331572,0.819974351,0.0059551994183482,81.9974351,1.5209053683407532e-05,2.0,13.0,House
1,106,27791,14.301703435104878,0.5882294,0.0059533382385505,58.82294,6.704094134992555e-06,1.0,13.0,House
1,107,24109,4.778342364825888,0.699693411,0.0059516726553828,69.96934110000001,5.4727866917185995e-06,0.0,13.0,House
1,108,24110,4.661036845149571,0.637754489,0.0059455749091256,63.7754489,4.980434157383321e-06,0.0,13.0,House
1,109,24108,14.16636427064125,0.604220103,0.0059087417986537,60.4220103,6.815649719145676e-06,1.0,13.0,House
1,110,24027,4.425936858307848,0.733859009,0.0058976022619041,73.3859009,5.659789893509441e-06,0.0,13.0,House
1,111,24107,4.568332928354176,0.566607887,0.0058126194540022,56.6607887,4.273332354997651e-06,0.0,13.0,House
1,112,27769,13.846105545686678,0.626021962,0.0058113991661214,62.6021962,6.902744917889621e-06,1.0,13.0,House
1,113,24030,4.464735329479939,0.563131212,0.0057795314071336,56.313121200000005,4.210012211128989e-06,0.0,13.0,House
1,114,27821,13.685957731727775,0.53938562,0.0057648769457895,53.938562000000005,5.882490530217839e-06,1.0,13.0,House
1,115,24054,4.270816487996054,0.493226996,0.0057363836072459,49.3226996,3.6452245909692724e-06,0.0,13.0,House
1,116,24106,4.100926803719428,0.722266752,0.0056859353389497,72.2266752,5.2661512454106676e-06,0.0,13.0,House
1,117,25219,4.145781460542799,1.210013225,0.005675522223861,121.0013225,8.797642714491793e-06,0.0,13.0,House
1,118,24017,4.00187868006612,0.576486855,0.0056284876317834,57.6486855,4.138413123722597e-06,0.0,13.0,House
1,119,27807,3.9022592796171724,0.515018836,0.0056198362232372,51.5018836,3.688466449888865e-06,0.0,13.0,House
1,120,27810,4.137494207687302,0.503987656,0.0055981095431174,50.3987656,3.588152908441165e-06,0.0,13.0,House
1,121,24105,31.368963460473392,0.524637304,0.0055375844222192,52.4637304,8.903086424530336e-06,2.0,13.0,House
1,122,24012,3.8532675405243384,0.71599471,0.0055195051786111,71.59947100000001,4.988689989523751e-06,0.0,13.0,House
1,123,27822,4.040446208142842,0.511021161,0.0055153162114539,51.1021161,3.5564186948254906e-06,0.0,13.0,House
1,124,24031,12.745907154550125,0.546859971,0.0054765884973341,54.6859971,5.562150380857031e-06,1.0,13.0,House
1,125,27808,3.6578471442425364,0.436327749,0.0054316629557422,43.6327749,2.9667465066141923e-06,0.0,13.0,House
1,126,27771,3.8787663487748625,0.7318752,0.005422352957379,73.18751999999999,4.963314984515183e-06,0.0,13.0,House
1,127,24026,3.5111410234432805,0.888686278,0.00541244933448,88.8686278,6.010027588723871e-06,0.0,13.0,House
1,128,27839,3.4416221945440966,0.464802421,0.0053830252632971,46.480242100000005,3.117453299113301e-06,0.0,13.0,House
1,129,24103,3.6268864518464747,0.619449343,0.0053460944950859,61.9449343,4.111498292783385e-06,0.0,13.0,House
1,130,27823,12.236440420834494,0.392403415,0.0053172977650325,39.2403415,3.835192439649638e-06,1.0,13.0,House
1,131,24047,3.7428296534446703,0.432430266,0.0052866407892651,43.2430266,2.8219590400944305e-06,0.0,13.0,House
1,132,25218,12.107415866230916,0.606414315,0.0052838143152002,60.6414315,5.876652229415355e-06,1.0,13.0,House
1,133,24114,12.117646850889797,0.535798734,0.005278262393432,53.5798734,5.184989362408807e-06,1.0,13.0,House
1,134,27838,12.110588994927886,0.608628567,0.0052750870826989,60.8628567,5.885005962530367e-06,1.0,13.0,House
1,135,27770,11.881830453810176,0.736033184,0.0052153759655773,73.60331839999999,7.0088529819525685e-06,1.0,13.0,House
1,136,27824,3.5189345526883753,0.379147964,0.0051855627340409,37.9147964,2.4030947513067738e-06,0.0,13.0,House
1,137,24018,3.514998272856287,0.597236694,0.0051832909222728,59.7236694,3.782870420324433e-06,0.0,13.0,House
1,138,27809,11.682270237944524,0.2757815,0.0051522061205537,27.57815,2.5835416911419954e-06,1.0,13.0,House
1,139,27837,3.3350310144538966,0.469260981,0.0051251105954802,46.9260981,2.9221244453558042e-06,0.0,13.0,House
1,140,24011,3.199212138387474,0.66425537,0.0050969747438168,66.425537,4.102230616748227e-06,0.0,13.0,House
1,141,24032,3.3499209396496497,0.544655739,0.0050967898518779,54.4655739,3.3634375991411364e-06,0.0,13.0,House
1,142,24001,3.1305089262315358,0.695825986,0.0050881439547909,69.5825986,4.28600378809406e-06,0.0,13.0,House
1,143,24046,42.059627973945595,0.55437690375,0.0050709083782137,58.55338831029641,6.794707704235177e-06,0.0,61.0,House
1,144,24111,3.264633278636266,0.742295207,0.0050402097687352,74.2295207,4.50764079491055e-06,0.0,13.0,House
1,145,24102,3.3295499987659056,0.946146601,0.0050335359173059,94.6146601,5.7341211064395525e-06,0.0,13.0,House
1,146,24113,11.303046043985635,0.523775649,0.0050206142968654,52.3775649,4.739920990493826e-06,1.0,13.0,House
1,147,27835,2.9985514170912344,0.476705274,0.005011439241151,47.670527400000005,2.870054793440092e-06,0.0,13.0,House
1,148,24025,3.302668430693759,0.867084803,0.0050111040086033,86.7084803,5.219852258085574e-06,0.0,13.0,House
1,149,24115,3.2261256061131336,0.535838811,0.0050070999568759,53.5838811,3.2218840857677204e-06,0.0,13.0,House
1,150,27825,11.194049714839224,0.838269477,0.0049901302806854,83.8269477,7.524578729161142e-06,1.0,13.0,House
1,151,27754,2.9867748402598866,0.449633296,0.0049726975987415,44.9633296,2.6757430723384803e-06,0.0,13.0,House
1,152,25217,2.8172218722242577,0.651571016,0.0049635882766493,65.1571016,3.866825076965252e-06,0.0,13.0,House
1,153,27892,26.93726289010265,0.495591536,0.0049475211792263,49.5591536,7.340407810853573e-06,2.0,13.0,House
1,154,24116,11.032800601908537,0.507434274,0.004946060318507,50.7434274,4.5013956074635376e-06,1.0,13.0,House
1,155,27836,26.66565476755109,0.479129929,0.0049279910505844,47.9129929,7.063041152091217e-06,2.0,13.0,House
1,156,24117,10.741925202244431,0.529186037,0.0048673282462861,52.9186037,4.595292792880866e-06,1.0,13.0,House
1,157,24045,10.688605606098486,0.432760901,0.0048615301268143,43.2760901,3.7520254020140496e-06,1.0,13.0,House
1,158,24035,2.9153987399861636,0.511411911,0.0048342254596187,51.14119110000001,2.917555637368149e-06,0.0,13.0,House
1,159,24112,2.663023478755334,0.523775649,0.0048220572878969,52.3775649,2.976880342139359e-06,0.0,13.0,House
1,160,24019,2.5560851563331664,0.609119509,0.0048033572492866,60.9119509,3.4419414087553945e-06,0.0,13.0,House
1,161,27834,10.527420741740174,0.569032542,0.0047935357303899,56.9032542,4.842239918190929e-06,1.0,13.0,House
1,162,24118,2.6637021438596493,0.830524607,0.0047603664852334,83.0524607,4.630631954253195e-06,0.0,13.0,House
1,163,27877,10.437779371868022,0.670747836,0.0047600015739391,67.0747836,5.655018452416365e-06,1.0,13.0,House
1,164,24002,10.365854605188021,0.636582238,0.0047505349823335,63.6582238,5.352862098835936e-06,1.0,13.0,House
1,165,27827,2.449873051620693,0.580634819,0.0047416646100081,58.0634819,3.218461564877542e-06,0.0,13.0,House
1,166,24010,2.7641538917410204,0.691918483,0.0047347205287496,69.1918483,3.826960815183917e-06,0.0,13.0,House
1,167,27876,2.607150667089803,0.601554986,0.0047217980232044,60.1554986,3.3136800792376838e-06,0.0,13.0,House
1,168,24024,2.6987691679255876,0.621383055,0.0046766066781318,62.1383055,3.3743846458713486e-06,0.0,13.0,House
1,169,25216,2.5366727518618197,0.759077429,0.0046750316467837,75.9077429,4.120066951041357e-06,0.0,13.0,House
1,170,27875,2.58606343155697,0.77376563,0.0046653003219008,77.376563,4.18683301374773e-06,0.0,13.0,House
1,171,27833,10.143932472526684,0.307610612,0.0046649225778934,30.7610612,2.5252639250125163e-06,1.0,13.0,House
1,172,24044,2.2261263882591718,0.429684995,0.0046644207623793,42.9684995,2.3243685123901597e-06,0.0,13.0,House
1,173,27828,24.866521454364722,0.599180426,0.0046381670073653,59.9180426,8.216628290102793e-06,2.0,13.0,House
1,174,24119,2.2573338788305195,0.742435476,0.0046366406132059,74.2435476,3.980788091896682e-06,0.0,13.0,House
1,175,27893,2.190658977480804,0.978538794,0.0046284692001224,97.8538794,5.233038350651214e-06,0.0,13.0,House
1,176,24034,2.151010732076797,0.736884819,0.0046038654145492,73.6884819,3.909754968530284e-06,0.0,13.0,House
1,177,27891,2.217942762832776,0.725743427,0.004600644502074,72.5743427,3.8466566388509644e-06,0.0,13.0,House
1,178,27832,9.815559468790696,0.331947339,0.0045749255405634,33.1947339,2.6560779252396567e-06,1.0,13.0,House
1,179,27909,2.401820912587799,0.48634378,0.0045475028691714,48.634378,2.5338878628086727e-06,0.0,13.0,House
1,180,27894,9.637458170674146,0.499499038,0.0045427108812578,49.9499038,3.9598284315878376e-06,1.0,13.0,House
1,181,24043,2.1282833129713956,0.432760901,0.0044792969398001,43.2760901,2.2050337627802473e-06,0.0,13.0,House
1,182,24020,2.1020084191960144,0.597497195,0.0044755032791683,59.7497195,3.040613943620565e-06,0.0,13.0,House
1,183,27829,24.096434294632147,0.608698702,0.0044706865069675,60.8698702,7.991052656281611e-06,2.0,13.0,House
1,184,24005,2.397309775227792,0.819343139,0.0044537647310391,81.9343139,4.139797799581889e-06,0.0,13.0,House
1,185,27986,1.8737748056755148,0.655137865,0.0044355095917523,65.51378650000001,3.2902040325929003e-06,0.0,13.0,House
1,186,24120,9.368590068684043,0.320340053,0.0044322960744743,32.034005300000004,2.458989544457924e-06,1.0,13.0,House
1,187,24178,2.06091316814034,0.38497415,0.0044262501592138,38.497415,1.927470462018211e-06,0.0,13.0,House
1,188,24009,1.9954840360866086,0.605883296,0.0044191518484443,60.5883296,3.0263625108383776e-06,0.0,13.0,House
1,189,27860,1.9663520609018803,0.558261863,0.0044164703232245,55.8261863,2.7860099628190885e-06,0.0,13.0,House
1,190,25215,1.8821641971588423,0.819743908,0.0044085260115932,81.9743908,4.0801341408108755e-06,0.0,13.0,House
1,191,24033,1.77803720215052,0.537191408,0.0043873073813707,53.7191408,2.6549075677814593e-06,0.0,13.0,House
1,192,25206,1.8992596791830016,0.997164556,0.0043801667931649,99.7164556,4.916423529439541e-06,0.0,13.0,House
1,193,24023,1.8846237469505507,0.556237977,0.0043731831941148,55.6237977,2.736066562259614e-06,0.0,13.0,House
1,194,27874,9.174582798060236,0.517443492,0.0043694277763838,51.7443492,3.898595832257948e-06,1.0,13.0,House
1,195,27830,1.8672661729639952,0.575715374,0.0043409478101735,57.5715374,2.801332005827981e-06,0.0,13.0,House
1,196,24177,1.9303860203568632,0.416329352,0.0043258474428093,41.6329352,2.0154767040065363e-06,0.0,13.0,House
1,197,24042,23.16663055790205,0.426068051,0.0043054695367547,42.6068051,5.350381522596945e-06,2.0,13.0,House
1,198,27890,2.062526391458264,0.533344021,0.0042991695275925,53.3344021,2.5586884744466736e-06,0.0,13.0,House
1,199,27878,1.8748677900302968,0.558682671,0.0042780010946574,55.8682671,2.660980902111667e-06,0.0,13.0,House
1,200,27908,8.915460516218142,0.46678623,0.00427538737745,46.678623,3.4187130904576212e-06,1.0,13.0,House
1,201,27831,22.76195245287425,0.376591389,0.0042612845189866,37.6591389,4.672033570255275e-06,2.0,13.0,House
1,202,24176,1.6477319414768834,0.424017447,0.0042275619057665,42.4017447,1.984915011371584e-06,0.0,13.0,House
1,203,24036,1.8919730772900116,0.547040317,0.0041937647464467,54.7040317,2.5310343104217705e-06,0.0,13.0,House
1,204,24021,1.9504945096069721,0.688882655,0.0041893831466529,68.8882655,3.1824598766825147e-06,0.0,13.0,House
1,205,24006,8.520598831619859,0.519717858,0.0041892335442747,51.971785800000006,3.7071690887720734e-06,1.0,13.0,House
1,206,27895,1.8085227357798463,0.487626242,0.0041798643405606,48.7626242,2.2452606526516473e-06,0.0,13.0,House
1,207,27999,1.5328214328528165,0.19261983,0.0041727263517058,19.261983,8.847092810583439e-07,0.0,13.0,House
1,208,25214,1.5852489417315025,0.785197579,0.004168489797696,78.5197579,3.6011129791774258e-06,0.0,13.0,House
1,209,27861,8.556807395819057,0.435706557,0.0041622949252684,43.5706557,3.0820652259592564e-06,1.0,13.0,House
1,210,24041,1.8591332971051022,0.427079994,0.0041466719975895,42.7079994,1.943807544373649e-06,0.0,13.0,House
1,211,24008,8.309041505055161,0.560957038,0.0041432547822247,56.0957038,3.9445898472278565e-06,1.0,13.0,House
1,212,27910,1.9027762882054147,0.26240632,0.0041394943526089,26.240632,1.1913105834743328e-06,0.0,13.0,House
1,213,24175,1.7622993450940887,0.355883296,0.0041316781883158,35.5883296,1.6112611497444203e-06,0.0,13.0,House
1,214,27998,1.8033901519339237,0.19261983,0.0041259886727188,19.261983,8.703425135988722e-07,0.0,13.0,House
1,215,27873,1.4108148741455928,0.65244269,0.0041072668440232,65.244269,2.9286306057261573e-06,0.0,13.0,House
1,216,24022,1.3011049034436288,0.614289436,0.0041046530774394,61.4289436,2.754825863590833e-06,0.0,13.0,House
1,217,25207,1.3983177931085686,0.763566047,0.0040901247773212,76.35660469999999,3.406702871751164e-06,0.0,13.0,House
1,218,27997,1.4978793646621544,0.194804024,0.0040761617259151,19.4804024,8.648340941707146e-07,0.0,13.0,House
1,219,27889,8.048819551815027,0.576336566,0.0040347383883781,57.6336566,3.916310550694307e-06,1.0,13.0,House
1,220,27996,1.394096023126077,0.19261983,0.0040340594098073,19.261983,8.4237888693751e-07,0.0,13.0,House
1,221,27907,1.6144668880528545,0.469361173,0.0040315725517803,46.9361173,2.050813942635536e-06,0.0,13.0,House
1,222,27879,7.931119552644375,0.484740702,0.0040166321064425,48.4740702,3.2748880878596684e-06,1.0,13.0,House
1,223,24311,8.01151091001594,0.751292482,0.0040050949234838,75.12924819999999,5.056955819161192e-06,1.0,13.0,House
1,224,24040,1.608940971228005,0.429795207,0.0039907388300938,42.9795207,1.8505102837848769e-06,0.0,13.0,House
1,225,27995,51.02306674538535,0.24077478749999998,0.003985459920794,34.550260043627624,2.0693836211721343e-06,0.0,61.0,House
1,226,24180,7.841352411483318,0.240647042,0.0039689588844671,24.0647042,1.601040849631441e-06,1.0,13.0,House
1,227,27859,1.366997289588736,0.42672932,0.0039554505581289,42.672932,1.8139158288070769e-06,0.0,13.0,House
1,228,24037,1.4858912092762382,0.600613177,0.0039550438872189,60.0613177,2.5526726644930957e-06,0.0,13.0,House
1,229,24007,7.883765611577115,0.779566768,0.0039509617663366,77.9566768,5.1563399133660245e-06,1.0,13.0,House
1,230,24173,1.0636797035443974,0.462207438,0.0039502658348266,46.2207438,1.9610128221982414e-06,0.0,13.0,House
1,231,25213,1.2981844502922883,0.64259378,0.0039493446128944,64.259378,2.725423689410922e-06,0.0,13.0,House
1,232,27994,4.713060047892654,0.24077478749999998,0.0039377221191144,34.550260043627624,3.171459112717483e-06,1.0,13.0,House
1,233,27896,1.1424060888043595,0.482265951,0.0039363258015168,48.2265951,2.0357192237125625e-06,0.0,13.0,House
1,234,27862,1.2202576101693356,0.759157583,0.0039332437704954,75.91575830000001,3.2009082745801247e-06,0.0,13.0,House
1,235,24181,7.755845640961104,0.243953391,0.0039149558558798,24.3953391,1.5947654109963617e-06,1.0,13.0,House
1,236,25208,7.560515654039512,0.694473389,0.0039105053424477,69.4473389,4.533281061487335e-06,1.0,13.0,House
1,237,27912,7.683756041300455,0.57707799,0.0039010200706319,57.707799,3.7552651910269898e-06,1.0,13.0,House
1,238,24312,1.1337657201970643,0.695465293,0.0038963271761367,69.5465293,2.8928297263311523e-06,0.0,13.0,House
1,239,27872,1.3695463315391971,0.480933392,0.0038736504254452,48.0933392,1.983759042357202e-06,0.0,13.0,House
1,240,24182,19.908204154528125,0.243953391,0.0038618033392939,24.3953391,2.697624648370357e-06,2.0,13.0,House
