id,lat,lon,,block_#,tract,population,Population_Density,Area,,,,,Income,,,,,,,,,,,,,,,,,,,,,,Bachelor's,,,,college , degree, income,power
410019506002,+44.8856427,-117.1114345,,Block Group 2,950600,551,46.18602,11.93002,,,,,38370,,,,,,,,,,,,,,,,,,,,,,66,,,,0.119782214,0.001522355,0.169279163,0.000257703
410019506003,+44.7469353,-117.3429909,,Block Group 3,950600,949,1.34852,703.7346,,,,,39946,,,,,,,,,,,,,,,,,,,,,,139,,,,0.146469968,0.001861539,0.176232094,0.000328063
410030001001,+44.5497071,-123.2612640,,Block Group 1,100,1343,4798.822,0.2798604,,,,,71494,,,,,,,,,,,,,,,,,,,,,,348,,,,0.25912137,0.003293267,0.315414242,0.001038743
410030001002,+44.5457476,-123.2718071,,Block Group 2,100,1960,2631.96,0.7446923,,,,,38971,,,,,,,,,,,,,,,,,,,,,,523,,,,0.266836735,0.003391324,0.17193063,0.000583072
410030001003,+44.5408192,-123.2607390,,Block Group 3,100,1464,4554.662,0.3214289,,,,,65344,,,,,,,,,,,,,,,,,,,,,,637,,,,0.43510929,0.00552996,0.288281929,0.001594188
410030001004,+44.5290776,-123.2600147,,Block Group 4,100,3270,1540.078,2.12327,,,,,78235,,,,,,,,,,,,,,,,,,,,,,1263,,,,0.386238532,0.004908844,0.345153904,0.001694307
410030002021,+44.5369043,-123.2954811,,Block Group 1,202,1343,549.5078,2.444005,,,,,124423,,,,,,,,,,,,,,,,,,,,,,695,,,,0.517498138,0.00657707,0.548924193,0.003610313
410030002022,+44.5388884,-123.3182021,,Block Group 2,202,3761,1325.453,2.837521,,,,,60583,,,,,,,,,,,,,,,,,,,,,,1752,,,,0.465833555,0.005920446,0.267277548,0.001582402
410030004001,+44.5965842,-123.2728451,,Block Group 1,400,2248,2633.464,0.8536287,,,,,60052,,,,,,,,,,,,,,,,,,,,,,944,,,,0.419928826,0.005337026,0.264934905,0.001413965
410030004002,+44.6048773,-123.2833135,,Block Group 2,400,2896,1484.427,1.950921,,,,,107188,,,,,,,,,,,,,,,,,,,,,,1497,,,,0.51691989,0.006569721,0.47288754,0.003106739
410030004003,+44.5885686,-123.2944111,,Block Group 3,400,1715,3977.39,0.4311873,,,,,61410,,,,,,,,,,,,,,,,,,,,,,884,,,,0.515451895,0.006551063,0.270926072,0.001774854
410030004004,+44.5893807,-123.2827695,,Block Group 4,400,1024,3720.36,0.2752422,,,,,84917,,,,,,,,,,,,,,,,,,,,,,528,,,,0.515625,0.006553264,0.374633273,0.002455071
410030005001,+44.6070835,-123.2544360,,Block Group 1,500,1167,1137.873,1.025598,,,,,66875,,,,,,,,,,,,,,,,,,,,,,460,,,,0.394173093,0.005009688,0.295036331,0.00147804
410030005002,+44.6379897,-123.2668825,,Block Group 2,500,1352,311.4438,4.341072,,,,,133750,,,,,,,,,,,,,,,,,,,,,,752,,,,0.556213018,0.007069111,0.590072662,0.004171289
410030005003,+44.6328784,-123.2482861,,Block Group 3,500,830,427.7836,1.940233,,,,,74265,,,,,,,,,,,,,,,,,,,,,,437,,,,0.526506024,0.006691554,0.327639224,0.002192416
410030006001,+44.6037769,-123.2414433,,Block Group 1,600,1889,3678.521,0.5135217,,,,,20617,,,,,,,,,,,,,,,,,,,,,,250,,,,0.132345156,0.001682022,0.090957219,0.000152992
410030006002,+44.6103720,-123.1979735,,Block Group 2,600,1063,132.2539,8.037569,,,,,62500,,,,,,,,,,,,,,,,,,,,,,332,,,,0.312323612,0.003969433,0.275734889,0.001094511
410030006003,+44.5842042,-123.2435514,,Block Group 3,600,1534,802.0211,1.912668,,,,,49091,,,,,,,,,,,,,,,,,,,,,,442,,,,0.288135593,0.003662019,0.216577623,0.000793111
410030009001,+44.5820881,-123.2877160,,Block Group 1,900,912,4035.469,0.225996,,,,,107434,,,,,,,,,,,,,,,,,,,,,,470,,,,0.515350877,0.00654978,0.473972832,0.003104418
410030009002,+44.5752936,-123.2855666,,Block Group 2,900,584,5365.261,0.1088484,,,,,58021,,,,,,,,,,,,,,,,,,,,,,263,,,,0.450342466,0.005723564,0.255974624,0.001465087
410030009003,+44.5800912,-123.3025354,,Block Group 3,900,2437,3002.654,0.8116153,,,,,48636,,,,,,,,,,,,,,,,,,,,,,1038,,,,0.425933525,0.005413342,0.214570273,0.001161542
410030009004,+44.5875060,-123.3195042,,Block Group 4,900,949,396.1722,2.395423,,,,,132500,,,,,,,,,,,,,,,,,,,,,,686,,,,0.722866175,0.009187166,0.584557964,0.005370431
410030009005,+44.5751167,-123.2912567,,Block Group 5,900,604,3751.239,0.1610135,,,,,83500,,,,,,,,,,,,,,,,,,,,,,475,,,,0.786423841,0.009994943,0.368381811,0.003681955
410030010011,+44.5942501,-123.2555136,,Block Group 1,1001,1173,5317.254,0.2206026,,,,,59100,,,,,,,,,,,,,,,,,,,,,,326,,,,0.277919864,0.003532183,0.260734911,0.000920964
410030010012,+44.5839897,-123.2587501,,Block Group 2,1001,1505,5654.364,0.2661661,,,,,33864,,,,,,,,,,,,,,,,,,,,,,258,,,,0.171428571,0.002178747,0.14939978,0.000325504
410030010013,+44.5910465,-123.2615355,,Block Group 3,1001,1486,7856.62,0.1891399,,,,,33233,,,,,,,,,,,,,,,,,,,,,,291,,,,0.195827725,0.002488845,0.146615961,0.000364904
410030010021,+44.5825102,-123.2795258,,Block Group 1,1002,832,4432.685,0.1876966,,,,,56250,,,,,,,,,,,,,,,,,,,,,,294,,,,0.353365385,0.004491048,0.2481614,0.001114505
410030010022,+44.5806237,-123.2692200,,Block Group 2,1002,1459,6589.254,0.2214211,,,,,47898,,,,,,,,,,,,,,,,,,,,,,493,,,,0.337902673,0.004294527,0.211314395,0.000907495
410030010023,+44.5856351,-123.2687178,,Block Group 3,1002,995,4319.251,0.230364,,,,,92450,,,,,,,,,,,,,,,,,,,,,,466,,,,0.468341709,0.005952323,0.407867047,0.002427756
410030011011,+44.5758654,-123.2810402,,Block Group 1,1101,1189,15337.97,0.07752005,,,,,30882,,,,,,,,,,,,,,,,,,,,,,156,,,,0.131202691,0.001667502,0.136243917,0.000227187
410030011012,+44.5755818,-123.2771358,,Block Group 2,1101,1098,14082.99,0.07796638,,,,,17050,,,,,,,,,,,,,,,,,,,,,,279,,,,0.254098361,0.003229427,0.075220478,0.000242919
410030011013,+44.5704562,-123.2769940,,Block Group 3,1101,701,12875.73,0.0544435,,,,,30580,,,,,,,,,,,,,,,,,,,,,,85,,,,0.12125535,0.001541078,0.134911566,0.000207909
410030011014,+44.5715103,-123.2809645,,Block Group 4,1101,1090,22510.14,0.04842262,,,,,29435,,,,,,,,,,,,,,,,,,,,,,64,,,,0.058715596,0.000746238,0.129860103,9.69065E-05
410030011021,+44.5751356,-123.2662686,,Block Group 1,1102,901,2977.928,0.3025593,,,,,52689,,,,,,,,,,,,,,,,,,,,,,235,,,,0.26082131,0.003314872,0.232451129,0.000770546
410030011022,+44.5689330,-123.2662490,,Block Group 2,1102,1636,12816.88,0.1276442,,,,,25741,,,,,,,,,,,,,,,,,,,,,,309,,,,0.188875306,0.002400484,0.113563068,0.000272606
410030011023,+44.5721987,-123.2712327,,Block Group 3,1102,1023,12067.52,0.08477298,,,,,39375,,,,,,,,,,,,,,,,,,,,,,390,,,,0.381231672,0.00484521,0.17371298,0.000841676
410030011024,+44.5690010,-123.2723545,,Block Group 4,1102,963,15346.21,0.06275164,,,,,8313,,,,,,,,,,,,,,,,,,,,,,135,,,,0.140186916,0.001781686,0.036674946,6.53432E-05
410030101001,+44.6565396,-123.0929973,,Block Group 1,10100,909,365.4706,2.487204,,,,,98815,,,,,,,,,,,,,,,,,,,,,,310,,,,0.341034103,0.004334325,0.435947888,0.00188954
410030101002,+44.6748992,-123.1346641,,Block Group 2,10100,2288,1033.719,2.213368,,,,,93750,,,,,,,,,,,,,,,,,,,,,,945,,,,0.413024476,0.005249277,0.413602333,0.002171113
410030101003,+44.6471634,-123.1232996,,Block Group 3,10100,2721,1221.877,2.226902,,,,,102614,,,,,,,,,,,,,,,,,,,,,,792,,,,0.29106946,0.003699306,0.452708158,0.001674706
410030101004,+44.6732037,-123.1698992,,Block Group 4,10100,1601,142.4316,11.24049,,,,,62008,,,,,,,,,,,,,,,,,,,,,,504,,,,0.314803248,0.004000948,0.273564304,0.001094516
410030101005,+44.6653962,-123.1146794,,Block Group 5,10100,1659,1054.631,1.573062,,,,,106711,,,,,,,,,,,,,,,,,,,,,,629,,,,0.379144063,0.004818678,0.470783131,0.002268552
410030102001,+44.6836995,-123.2484349,,Block Group 1,10200,2319,69.41584,33.40736,,,,,73036,,,,,,,,,,,,,,,,,,,,,,763,,,,0.32902113,0.004181648,0.322217173,0.001347399
410030102002,+44.6556270,-123.3625911,,Block Group 2,10200,1095,21.34841,51.29187,,,,,104931,,,,,,,,,,,,,,,,,,,,,,459,,,,0.419178082,0.005327485,0.462930202,0.002466254
410030102003,+44.6252777,-123.5133877,,Block Group 3,10200,1153,11.16806,103.2408,,,,,39450,,,,,,,,,,,,,,,,,,,,,,209,,,,0.181266262,0.002303778,0.174043862,0.000400958
410030103001,+44.4958769,-123.3831755,,Block Group 1,10300,1324,62.34425,21.23692,,,,,79583,,,,,,,,,,,,,,,,,,,,,,553,,,,0.417673716,0.005308365,0.351100954,0.001863772
410030103002,+44.4565110,-123.5592921,,Block Group 2,10300,1207,14.41263,83.74597,,,,,65000,,,,,,,,,,,,,,,,,,,,,,216,,,,0.178956089,0.002274417,0.286764284,0.000652222
410030103003,+44.3559348,-123.5820534,,Block Group 3,10300,1029,7.493638,137.3165,,,,,59962,,,,,,,,,,,,,,,,,,,,,,226,,,,0.219630709,0.002791366,0.264537846,0.000738422
410030104001,+44.4657695,-123.2776345,,Block Group 1,10400,968,18.26759,52.99003,,,,,92500,,,,,,,,,,,,,,,,,,,,,,302,,,,0.311983471,0.00396511,0.408087635,0.001618112
410030104002,+44.3655297,-123.4069971,,Block Group 2,10400,485,8.072666,60.07928,,,,,58125,,,,,,,,,,,,,,,,,,,,,,153,,,,0.315463918,0.004009344,0.256433446,0.00102813
410030104003,+44.3260664,-123.2864990,,Block Group 3,10400,2470,47.89069,51.57578,,,,,56759,,,,,,,,,,,,,,,,,,,,,,339,,,,0.137246964,0.001744321,0.250406985,0.00043679
410030106001,+44.5649943,-123.2611923,,Block Group 1,10600,1232,3175.284,0.3879968,,,,,33475,,,,,,,,,,,,,,,,,,,,,,633,,,,0.513798701,0.006530052,0.147683606,0.000964382
410030106002,+44.5632104,-123.2681030,,Block Group 2,10600,916,8605.891,0.1064387,,,,,25903,,,,,,,,,,,,,,,,,,,,,,76,,,,0.082969432,0.001054488,0.114277773,0.000120505
410030106003,+44.5580112,-123.2708917,,Block Group 3,10600,1038,8896.003,0.1166816,,,,,8784,,,,,,,,,,,,,,,,,,,,,,109,,,,0.105009634,0.001334605,0.038752884,5.17198E-05
410030106004,+44.5640055,-123.2757071,,Block Group 4,10600,2110,8369.361,0.25211,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0
410030107021,+44.5673114,-123.2986887,,Block Group 1,10702,1114,1354.972,0.8221571,,,,,36250,,,,,,,,,,,,,,,,,,,,,,503,,,,0.451526032,0.005738607,0.159926235,0.000917754
410030107022,+44.5649479,-123.2847503,,Block Group 2,10702,1726,8714.175,0.1980681,,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,,0.006373117,8.09982E-05,0,0
410030107023,+44.5581394,-123.2830016,,Block Group 3,10702,1394,4339.214,0.3212563,,,,,15612,,,,,,,,,,,,,,,,,,,,,,104,,,,0.074605452,0.000948188,0.068876369,6.53077E-05
410030108001,+44.5356420,-123.3625963,,Block Group 1,10800,647,3156,0.2050064,,,,,34667,,,,,,,,,,,,,,,,,,,,,,180,,,,0.27820711,0.003535834,0.152942422,0.000540779
410030108002,+44.5332497,-123.3493661,,Block Group 2,10800,1026,909.3962,1.128221,,,,,58750,,,,,,,,,,,,,,,,,,,,,,182,,,,0.177387914,0.002254487,0.259190795,0.000584342
410030108003,+44.5476689,-123.3638277,,Block Group 3,10800,1864,976.2729,1.909302,,,,,56698,,,,,,,,,,,,,,,,,,,,,,420,,,,0.225321888,0.002863697,0.250137867,0.000716319
410030109001,+44.5882632,-123.3633079,,Block Group 1,10900,2199,129.0811,17.0358,,,,,83160,,,,,,,,,,,,,,,,,,,,,,985,,,,0.447930878,0.005692915,0.366881813,0.002088627
410030109002,+44.5548455,-123.3158853,,Block Group 2,10900,2890,1321.844,2.18634,,,,,84637,,,,,,,,,,,,,,,,,,,,,,1105,,,,0.382352941,0.004859461,0.37339798,0.001814513
410050201001,+45.4316475,-122.6774578,,Block Group 1,20100,2248,1763.707,1.274588,,,,,134750,,,,,,,,,,,,,,,,,,,,,,1241,,,,0.552046263,0.007016154,0.59448442,0.004170995
410050201002,+45.4259959,-122.6723973,,Block Group 2,20100,1011,3166.731,0.3192567,,,,,115833,,,,,,,,,,,,,,,,,,,,,,510,,,,0.504451039,0.00641125,0.51102719,0.003276323
410050201003,+45.4218095,-122.6687371,,Block Group 3,20100,871,5304.121,0.164212,,,,,90592,,,,,,,,,,,,,,,,,,,,,,483,,,,0.554535017,0.007047785,0.39967,0.002816788
410050202001,+45.4112067,-122.7151212,,Block Group 1,20200,1205,3954.295,0.3047319,,,,,96053,,,,,,,,,,,,,,,,,,,,,,734,,,,0.609128631,0.007741635,0.423762612,0.003280615
410050202002,+45.4186910,-122.6921920,,Block Group 2,20200,1348,1413.528,0.9536422,,,,,144541,,,,,,,,,,,,,,,,,,,,,,822,,,,0.609792285,0.007750069,0.637679945,0.004942064
410050202003,+45.4186135,-122.6724909,,Block Group 3,20200,653,3124.849,0.2089701,,,,,103400,,,,,,,,,,,,,,,,,,,,,,341,,,,0.522205207,0.006636894,0.4561758,0.00302759
410050202004,+45.4155820,-122.6899290,,Block Group 4,20200,1963,4086.428,0.4803706,,,,,125357,,,,,,,,,,,,,,,,,,,,,,1206,,,,0.614365767,0.007808195,0.553044775,0.004318282
410050202005,+45.4169138,-122.6599804,,Block Group 5,20200,1042,4403.75,0.2366165,,,,,49559,,,,,,,,,,,,,,,,,,,,,,534,,,,0.512476008,0.006513242,0.218642326,0.00142407
410050203021,+45.4151665,-122.7287002,,Block Group 1,20302,1042,1949.927,0.5343789,,,,,95565,,,,,,,,,,,,,,,,,,,,,,511,,,,0.490403071,0.006232709,0.421609674,0.00262777
410050203022,+45.4076886,-122.7366580,,Block Group 2,20302,3162,3948.428,0.8008249,,,,,99000,,,,,,,,,,,,,,,,,,,,,,1407,,,,0.444971537,0.005655303,0.436764064,0.002470033
410050203031,+45.4296716,-122.7202808,,Block Group 1,20303,2513,9958.84,0.2523386,,,,,78571,,,,,,,,,,,,,,,,,,,,,,1308,,,,0.520493434,0.006615138,0.346636255,0.002293047
410050203032,+45.4302453,-122.7086238,,Block Group 2,20303,929,4241.115,0.2190462,,,,,88371,,,,,,,,,,,,,,,,,,,,,,563,,,,0.606027987,0.007702228,0.389871485,0.003002879
410050203033,+45.4224997,-122.7157445,,Block Group 3,20303,2241,5291.313,0.4235243,,,,,91061,,,,,,,,,,,,,,,,,,,,,,1147,,,,0.511825078,0.006504969,0.401739115,0.0026133
410050203041,+45.4253860,-122.7388841,,Block Group 1,20304,2271,4627.97,0.4907119,,,,,136538,,,,,,,,,,,,,,,,,,,,,,1010,,,,0.444738001,0.005652335,0.602372644,0.003404812
410050203042,+45.4296396,-122.7295303,,Block Group 2,20304,1221,6611.574,0.1846761,,,,,93110,,,,,,,,,,,,,,,,,,,,,,700,,,,0.573300573,0.007286283,0.410778808,0.002993051
410050203043,+45.4226523,-122.7277821,,Block Group 3,20304,2045,7745.701,0.2640174,,,,,91994,,,,,,,,,,,,,,,,,,,,,,1008,,,,0.492909535,0.006264565,0.405855286,0.002542507
410050204011,+45.4000750,-122.7217960,,Block Group 1,20401,1705,6723.094,0.2536035,,,,,184013,,,,,,,,,,,,,,,,,,,,,,837,,,,0.490909091,0.00623914,0.811820865,0.005065064
410050204012,+45.3996238,-122.7333781,,Block Group 2,20401,953,2855.271,0.3337687,,,,,72596,,,,,,,,,,,,,,,,,,,,,,403,,,,0.422875131,0.005374472,0.320276,0.001721314
410050204013,+45.3911140,-122.7369347,,Block Group 3,20401,1458,4025.571,0.3621847,,,,,81827,,,,,,,,,,,,,,,,,,,,,,384,,,,0.263374486,0.003347321,0.36100094,0.001208386
410050204014,+45.3887223,-122.7265799,,Block Group 4,20401,1756,2913.339,0.6027449,,,,,81319,,,,,,,,,,,,,,,,,,,,,,623,,,,0.354783599,0.004509072,0.358759767,0.001617674
410050204031,+45.3937561,-122.7150549,,Block Group 1,20403,2656,3791.012,0.7006044,,,,,168333,,,,,,,,,,,,,,,,,,,,,,1389,,,,0.522966867,0.006646574,0.742644496,0.004936042
410050204032,+45.3890678,-122.7011022,,Block Group 2,20403,984,1138.882,0.8640056,,,,,152279,,,,,,,,,,,,,,,,,,,,,,609,,,,0.618902439,0.007865854,0.67181813,0.005284423
410050204041,+45.4069758,-122.6872735,,Block Group 1,20404,1966,3309.904,0.5939749,,,,,162750,,,,,,,,,,,,,,,,,,,,,,983,,,,0.5,0.00635468,0.71801365,0.004562747
410050204042,+45.4004051,-122.6934390,,Block Group 2,20404,1784,3071.707,0.5807846,,,,,157983,,,,,,,,,,,,,,,,,,,,,,844,,,,0.47309417,0.006012724,0.696982799,0.004190765
410050205011,+45.3750960,-122.6783725,,Block Group 1,20501,745,244.3723,3.048627,,,,,0,,,,,,,,,,,,,,,,,,,,,,338,,,,0.453691275,0.005766126,0,0
410050205012,+45.3620888,-122.6567356,,Block Group 2,20501,3540,2867.615,1.234476,,,,,89038,,,,,,,,,,,,,,,,,,,,,,1384,,,,0.390960452,0.004968857,0.392814128,0.001951837
410050205013,+45.3557380,-122.6426806,,Block Group 3,20501,3061,3990.13,0.767143,,,,,145347,,,,,,,,,,,,,,,,,,,,,,1388,,,,0.453446586,0.005763016,0.641235822,0.003695452
410050205031,+45.4032324,-122.6737469,,Block Group 1,20503,1263,2902.487,0.4351441,,,,,104375,,,,,,,,,,,,,,,,,,,,,,636,,,,0.503562945,0.006399963,0.460477264,0.002947037
410050205032,+45.4056383,-122.6630331,,Block Group 2,20503,1130,2388.931,0.4730149,,,,,102000,,,,,,,,,,,,,,,,,,,,,,526,,,,0.465486726,0.005916038,0.449999338,0.002662213
410050205041,+45.3908455,-122.6729302,,Block Group 1,20504,1100,981.833,1.120353,,,,,149194,,,,,,,,,,,,,,,,,,,,,,538,,,,0.489090909,0.006216032,0.658207856,0.004091441
410050205042,+45.3875344,-122.6513862,,Block Group 2,20504,2783,3493.284,0.7966716,,,,,125458,,,,,,,,,,,,,,,,,,,,,,1459,,,,0.524254402,0.006662938,0.553490363,0.003687872
410050205043,+45.3766712,-122.6444027,,Block Group 3,20504,2680,4588.38,0.5840842,,,,,91528,,,,,,,,,,,,,,,,,,,,,,1410,,,,0.526119403,0.006686641,0.403799406,0.002700062
410050205051,+45.3979573,-122.6486199,,Block Group 1,20505,1432,2447.25,0.5851467,,,,,72917,,,,,,,,,,,,,,,,,,,,,,762,,,,0.532122905,0.006762941,0.321692174,0.002175585
410050205052,+45.3870053,-122.6321942,,Block Group 2,20505,1130,1536.297,0.7355351,,,,,120278,,,,,,,,,,,,,,,,,,,,,,544,,,,0.481415929,0.006118488,0.530637455,0.003246699
410050206001,+45.3733891,-122.6192859,,Block Group 1,20600,1529,2602.343,0.5875475,,,,,81341,,,,,,,,,,,,,,,,,,,,,,508,,,,33.22432963,0.422259953,0.358856825,0.151530866
410050206002,+45.3653171,-122.6262344,,Block Group 2,20600,3247,3519.144,0.9226676,,,,,102576,,,,,,,,,,,,,,,,,,,,,,1374,,,,42.31598399,0.537809058,0.452540511,0.243380386
410050206003,+45.3585519,-122.6263748,,Block Group 3,20600,3777,4204.698,0.898281,,,,,99803,,,,,,,,,,,,,,,,,,,,,,1048,,,,27.74688907,0.352645191,0.440306705,0.155272042
410050207001,+45.3440669,-122.6443991,,Block Group 1,20700,817,1742.224,0.4689408,,,,,106667,,,,,,,,,,,,,,,,,,,,,,219,,,,26.80538556,0.340679284,0.470589014,0.160319928
410050207002,+45.3496545,-122.6628267,,Block Group 2,20700,2143,4463.927,0.4800706,,,,,87813,,,,,,,,,,,,,,,,,,,,,,644,,,,30.05132991,0.381933158,0.387409724,0.14796462
410050207003,+45.3448217,-122.6660806,,Block Group 3,20700,1081,3644.542,0.2966079,,,,,121250,,,,,,,,,,,,,,,,,,,,,,469,,,,43.38575393,0.551405148,0.534925684,0.294960776
410050208001,+45.4525394,-122.6449935,,Block Group 1,20800,1306,1336.709,0.9770262,,,,,52250,,,,,,,,,,,,,,,,,,,,,,640,,,,49.00459418,0.62281701,0.230514367,0.143568269
410050208002,+45.4436090,-122.6378108,,Block Group 2,20800,1121,4367.898,0.2566452,,,,,54125,,,,,,,,,,,,,,,,,,,,,,208,,,,18.55486173,0.23582041,0.238786414,0.05631071
410050208003,+45.4394667,-122.6323207,,Block Group 3,20800,1723,5684.921,0.3030825,,,,,42868,,,,,,,,,,,,,,,,,,,,,,470,,,,27.27800348,0.346685956,0.189123251,0.065566375
410050209001,+45.4600963,-122.6273091,,Block Group 1,20900,1309,7640.083,0.1713332,,,,,89345,,,,,,,,,,,,,,,,,,,,,,331,,,,25.28647823,0.321374945,0.394168538,0.126675892
410050209002,+45.4561779,-122.6282428,,Block Group 2,20900,1104,4495.298,0.2455899,,,,,69754,,,,,,,,,,,,,,,,,,,,,,287,,,,25.99637681,0.330397301,0.307737783,0.101675733
410050209003,+45.4508255,-122.6274700,,Block Group 3,20900,1804,6834.071,0.2639715,,,,,47778,,,,,,,,,,,,,,,,,,,,,,393,,,,21.78492239,0.276872413,0.210784984,0.058360547
410050210001,+45.4550326,-122.6027056,,Block Group 1,21000,1032,3490.263,0.2956797,,,,,73750,,,,,,,,,,,,,,,,,,,,,,249,,,,24.12790698,0.306650246,0.325367169,0.099773922
410050210002,+45.4533417,-122.6109135,,Block Group 2,21000,2586,5367.98,0.4817455,,,,,76750,,,,,,,,,,,,,,,,,,,,,,704,,,,27.22351121,0.345993394,0.338602443,0.117154208
410050210003,+45.4507440,-122.6167640,,Block Group 3,21000,1153,6710.175,0.1718286,,,,,58882,,,,,,,,,,,,,,,,,,,,,,260,,,,22.5498699,0.286594406,0.259773147,0.074449531
410050211001,+45.4454441,-122.6235811,,Block Group 1,21100,972,6474.087,0.150137,,,,,0,,,,,,,,,,,,,,,,,,,,,,302,,,,31.06995885,0.39487928,0,0
410050211002,+45.4435102,-122.6155042,,Block Group 2,21100,1500,6472.64,0.2317447,,,,,69880,,,,,,,,,,,,,,,,,,,,,,325,,,,21.66666667,0.275369458,0.308293664,0.084894659
410050211003,+45.4452040,-122.6063291,,Block Group 3,21100,1055,4698.995,0.2245161,,,,,79607,,,,,,,,,,,,,,,,,,,,,,278,,,,26.3507109,0.334900661,0.351206836,0.117619402
410050211004,+45.4390575,-122.6060720,,Block Group 4,21100,1837,5252.98,0.3497063,,,,,62333,,,,,,,,,,,,,,,,,,,,,,305,,,,16.60315732,0.211015497,0.274998125,0.058028866
410050212001,+45.4287721,-122.6486431,,Block Group 1,21200,1662,4505.661,0.3688693,,,,,52039,,,,,,,,,,,,,,,,,,,,,,654,,,,39.35018051,0.500115595,0.229583486,0.114818282
410050212002,+45.4325831,-122.6385310,,Block Group 2,21200,778,7034.669,0.1105951,,,,,78942,,,,,,,,,,,,,,,,,,,,,,138,,,,17.7377892,0.225435942,0.348273017,0.078513256
410050212003,+45.4261889,-122.6395474,,Block Group 3,21200,1536,5480.082,0.2802878,,,,,43529,,,,,,,,,,,,,,,,,,,,,,211,,,,13.73697917,0.174588208,0.192039423,0.033527819
410050213001,+45.4146554,-122.6354294,,Block Group 1,21300,2266,4577.171,0.4950656,,,,,59559,,,,,,,,,,,,,,,,,,,,,,344,,,,15.18093557,0.192939969,0.262759908,0.050696889
410050213002,+45.4100338,-122.6470564,,Block Group 2,21300,2002,3497.373,0.5724297,,,,,88291,,,,,,,,,,,,,,,,,,,,,,740,,,,36.96303696,0.469776529,0.389518545,0.18298667
410050213003,+45.4205052,-122.6493912,,Block Group 3,21300,1359,5336.109,0.2546799,,,,,81691,,,,,,,,,,,,,,,,,,,,,,198,,,,14.56953642,0.185169478,0.360400941,0.066735254
410050214001,+45.4211021,-122.6185732,,Block Group 1,21400,3076,3760.628,0.8179486,,,,,102028,,,,,,,,,,,,,,,,,,,,,,1000,,,,32.50975293,0.413178141,0.450122867,0.185980929
