Step,AgentID,Preference,NGO Message,Disruption,Power,Utility
1,410670318121,29.735299671546418,4.5,1.0,48.31301598,4831.301598
1,410050226053,30.95046161487228,4.5,1.0,0.126529694,12.6529694
1,410510074001,35.29357590626825,4.5,1.0,3.567845622,356.7845622
1,410510038011,31.19552573207412,4.5,1.0,24.14715024,2414.715024
1,410110008002,23.638143331429966,4.5,1.0,8.130596294,813.0596294
1,410390027001,21.77373679233861,4.5,1.0,8.028874342,802.8874342
1,410170003001,27.31254929292409,4.5,1.0,10.660210524,1066.0210524
1,410530202022,24.365481329217527,4.5,1.0,13.346727988,1334.6727988
1,410510098033,31.641733094874766,4.5,1.0,6.292974884,629.2974884
1,410510104091,22.5165133398926,4.5,1.0,12.922801462,1292.2801462
1,410290010011,26.295246348470076,4.5,1.0,6.603678528,660.3678527999999
1,410191500001,29.69141109135158,4.5,1.0,4.801917244,480.1917244
1,410619701004,22.088493850707813,4.5,1.0,16.976721328,1697.6721328
1,410050222071,33.076393629000414,4.5,1.0,0.39432881,39.432881
1,410390037002,20.164892533948294,4.5,1.0,0.0,142.51461083367016
1,410170008001,27.704108960061998,4.5,1.0,13.846726298,1384.6726298
1,410099705003,36.46505553819634,4.5,1.0,15.080399218,1508.0399218
1,410030106003,29.127143167304006,4.5,1.0,0.0001292995,0.12795450811312278
1,410670310034,19.470474769684266,4.5,1.0,48.23720498,4823.720498000001
1,410670321082,32.99756832883517,4.5,1.0,29.61498662,2961.498662
1,410290006022,28.511650795019833,4.5,1.0,9.873520972,987.3520972
1,410390032012,23.842490524708246,4.5,1.0,12.767705922,1276.7705922
1,410470002003,37.73850564688953,4.5,1.0,6.598837822,659.8837822
1,410159502002,28.7762631748601,4.5,1.0,5.894953082,589.4953082
1,410670315044,28.02229603713105,4.5,1.0,30.23456082,3023.456082
1,410470105022,22.39224039252414,4.5,1.0,21.26118544,2126.118544
1,410710307021,29.360957323743847,4.5,1.0,12.128901576,1212.8901576
1,410470015011,32.259322253640065,4.5,1.0,16.998832108,1699.8832108
1,410390007071,32.504801098943,4.5,1.0,8.607425688,860.7425688
1,410530202032,33.20915101251534,4.5,1.0,1.604964365,295.59869604843936
1,410219601001,38.480532354351155,4.5,1.0,9.91055864,991.055864
1,410670316131,35.561617237559226,4.5,1.0,22.66335492,2266.335492
1,410510005014,22.296701875734183,4.5,1.0,18.70827555,1870.827555
1,410670315112,29.80584707456521,4.5,1.0,17.276704236,1727.6704236
1,410390009023,23.115849055675845,4.5,1.0,7.655736352,765.5736352
1,410670330003,30.232421879777284,4.5,1.0,17.77842448,1777.842448
1,410470028001,23.51191004511859,4.5,1.0,32.38078402,3238.078402
1,410170019022,41.15415556402207,4.5,1.0,16.90619659,1690.619659
1,410470104004,39.93460642239472,4.5,1.0,3.484127762,348.4127762
1,410430305002,22.587520337958573,4.5,1.0,7.103593646,710.3593646
1,410390030002,30.962730806458296,4.5,1.0,18.574575534,1857.4575534
1,410470012001,30.453183409382174,4.5,1.0,22.15898012,2215.898012
1,410290029003,30.630244492574292,4.5,1.0,10.575754272,1057.5754272
1,410390028003,23.02861383662482,4.5,1.0,19.248012,1924.8012
1,410170003002,41.312995481092535,4.5,1.0,3.5557746375,327.4881278180534
1,410050230022,30.559533190152134,4.5,1.0,0.13982469,13.982469
1,410390022023,28.406847128010916,4.5,1.0,21.64802542,2164.802542
1,410670316162,32.44812169090389,4.5,1.0,18.823159166,1882.3159166
1,410191800004,25.9963513664709,4.5,1.0,1.342848955,259.29059543236536
1,410510001002,30.68504013221816,4.5,1.0,91.44004764,9144.004764
1,410659702003,25.850935865831065,4.5,1.0,13.00101575,1740.4546530431644
1,410510033012,18.36715566220093,4.5,1.0,23.67785416,2367.785416
1,410099703002,32.86402398899312,4.5,1.0,12.745700558,1274.5700558
1,410050227072,29.673536176623276,4.5,1.0,0.346308922,34.630892200000005
1,410290010021,21.355013756877565,4.5,1.0,4.959777374,495.9777374
1,410099708002,33.42275331942828,4.5,1.0,3.647499795,1032.32181799523
1,410510101002,29.878819198665774,4.5,1.0,9.335285726,933.5285726
1,410639603002,21.3870492978012,4.5,1.0,15.256561294,1525.6561294
1,410670314042,22.395234952375304,4.5,1.0,50.17270732,5017.270732
1,410050225004,31.205549195229285,4.5,1.0,0.125014522,12.5014522
1,410099707001,33.55383386623197,4.5,1.0,13.373748315,1518.63424399523
1,410510010005,31.995295253061997,4.5,1.0,25.01814118,2501.814118
1,410170010013,30.25411758260189,4.5,1.0,22.32291238,2232.291238
1,410670324042,30.928601577188847,4.5,1.0,24.70764958,2470.764958
1,410390004034,33.4094849406208,4.5,1.0,9.181017756,918.1017756
1,410470027001,29.04674244108766,4.5,1.0,18.883514686,1888.3514686
1,410510083012,26.055390658731024,4.5,1.0,4.649344584,464.9344584
1,410670316132,31.797733388415867,4.5,1.0,17.300969178,1730.0969177999998
1,410670316134,23.584485428339953,4.5,1.0,19.505109202,1950.5109202
1,410470107014,39.51037687268602,4.5,1.0,2.7184019850000003,422.1273087398886
1,410510051002,27.30214568791822,4.5,1.0,20.48263904,2048.263904
1,410670325021,32.13374895491993,4.5,1.0,22.8762867,2287.62867
1,410510036013,30.03140851465579,4.5,1.0,27.91022692,2791.022692
1,410670330002,35.59171433214712,4.5,1.0,8.353232004,835.3232004
1,410510093013,33.659552682532585,4.5,1.0,2.080255578,208.0255578
1,410510004023,27.80880558818744,4.5,1.0,18.955880124,1895.5880124
1,410050239021,31.116847011090904,4.5,1.0,0.072682704,7.2682704
1,410030005002,29.92315972795101,4.5,1.0,0.008342578,0.8342577999999999
1,410510094004,26.399681627646462,4.5,1.0,38.07948194,3807.948194
1,410670318041,33.208471199331996,4.5,1.0,35.05836852,3505.8368520000004
1,410170011002,32.51310376401549,4.5,1.0,26.19489032,2619.489032
1,410050226031,31.063041580783814,4.5,1.0,0.132270306,13.2270306
1,410430208023,28.798195164687716,4.5,1.0,3.134912302,313.4912302
1,410050236002,23.944391115009445,4.5,1.0,0.164619962,16.4619962
1,410333607021,29.864689496978198,4.5,1.0,6.892688066,689.2688066
1,410390001002,29.979432707341513,4.5,1.0,29.89486778,2989.486778
1,410470011003,24.64153204950174,4.5,1.0,13.343685068,1334.3685068
1,410510061001,24.644293410200312,4.5,1.0,122.39047054,12239.047054
1,410470028002,24.37913533179777,4.5,1.0,20.38880088,2038.880088
1,410050227082,37.907802171674376,4.5,1.0,0.253448878,25.3448878
1,410470025021,26.983343286961468,4.5,1.0,8.31231724,831.2317240000001
1,410710305014,28.223174949718707,4.5,1.0,2.9280607375,361.7535146734393
1,410390016003,22.339420269364577,4.5,1.0,11.71690825,1171.690825
1,410530203023,32.23575779631514,4.5,1.0,7.447605842,744.7605841999999
1,410670319111,32.988369541312466,4.5,1.0,19.361115698,1936.1115698
1,410190500012,31.50219979624071,4.5,1.0,7.142098616,714.2098616000001
1,410390025013,28.271503659508717,4.5,1.0,7.83550583,783.550583
1,410670319091,26.671274719206274,4.5,1.0,53.70823642,5370.823642
1,410319602021,27.242578531046593,4.5,1.0,2.7476473649999997,771.5004819835414
1,410470025022,26.169168770037487,4.5,1.0,6.839008402,683.9008402000001
1,410470108022,34.417439871633796,4.5,1.0,32.71609594,3271.6095940000005
1,410390048001,37.172772041236925,4.5,1.0,3.43441305,314.23526333367016
1,410510063002,25.478168534508647,4.5,1.0,87.3526997,8735.26997
1,410390045023,28.095120072929042,4.5,1.0,14.84767855,1484.767855
1,410670329022,21.8811915474856,4.5,1.0,4.992092778,499.2092778
1,410170002002,32.80320615808504,4.5,1.0,6.025771856,602.5771856
1,410510104072,28.63357306760774,4.5,1.0,6.36351331,636.351331
1,410470012002,27.782824551515585,4.5,1.0,16.050801238,1605.0801238
1,410333606001,31.95849725261765,4.5,1.0,7.771203502500001,997.7070698009995
1,410050202004,32.0710262025539,4.5,1.0,0.010795705,4.707764149625804
1,410510085001,24.592837580151496,4.5,1.0,6.966533086,696.6533086000001
1,410510047002,36.49816703377239,4.5,1.0,39.13430922,3913.430922
1,410670302004,31.81435823959988,4.5,1.0,28.703527,2870.3527
1,410470023043,27.16828534691556,4.5,1.0,8.680180494,868.0180494
1,410050226061,32.75684348514937,4.5,1.0,0.17971523,17.971523
1,410670319082,32.42058671384461,4.5,1.0,62.17645142,6217.645142
1,410670324091,36.25901650184663,4.5,1.0,2.889416062,288.9416062
1,410290004032,26.91007443324479,4.5,1.0,10.595010158,1059.5010158
1,410670315041,35.00438718384396,4.5,1.0,50.5317504,5053.17504
1,410390018011,21.0386644402057,4.5,1.0,11.908380842,1190.8380842
1,410290016022,31.066781776826325,4.5,1.0,2.6206952275,277.57743198514913
1,410030010011,29.048234163677353,4.5,1.0,0.00230241,0.2366100331131228
1,410191800001,23.95834364685251,4.5,1.0,8.139011974,813.9011974000001
1,410510106002,26.921498140298787,4.5,1.0,6.967444694,696.7444694
1,410359716003,34.332562802362474,4.5,1.0,1.22042477,175.61830932171173
1,410192100005,33.03546861570985,4.5,1.0,2.04840042,204.840042
1,410510037011,31.422751716669776,4.5,1.0,25.15412326,2515.412326
1,410470023033,31.633098695418617,4.5,1.0,8.964617614,896.4617614
1,410510080012,25.360288373807496,4.5,1.0,11.308423998,1130.8423998
1,410290021001,33.63479788982669,4.5,1.0,25.7200914,2572.00914
1,410510092012,18.470151801312717,4.5,1.0,7.031060358,703.1060358000001
1,410333604002,26.76265320111238,4.5,1.0,10.646912922,1064.6912922
1,410430308002,30.06719582646535,4.5,1.0,11.882457816,1188.2457816
1,410470103064,33.87327139011719,4.5,1.0,4.17170236,417.1702360000001
1,410170019021,30.920596664676236,4.5,1.0,16.0646515975,2365.5567898670515
1,410510079002,37.2332579475685,4.5,1.0,18.260139288,1826.0139288
1,410359718001,36.30740844492079,4.5,1.0,7.200200602,720.0200602
1,410670316093,35.548867038360086,4.5,1.0,35.70199822,3570.199822
1,410050235005,26.772670544638878,4.5,1.0,0.117568364,11.7568364
1,410390024011,33.04312421022488,4.5,1.0,36.55050768,3655.050768
1,410319602022,29.01042785794849,4.5,1.0,10.162954905,1142.2658589835414
1,410510079001,29.519605015636486,4.5,1.0,6.241074628,624.1074628
1,410019502002,43.331892319103105,4.5,1.0,0.000624932,0.0624932
2,410670314033,33.34771469716521,4.5,1.0,24.1596532,2415.96532
2,410710308012,25.252329586817943,4.5,1.0,9.1647332325,1160.6156050582424
2,410110003004,28.076710061857405,4.5,1.0,7.46658096,789.7438553906206
2,410510025016,40.27602976014556,4.5,1.0,140.62120208,14062.120207999998
2,410510067011,40.92928444472696,4.5,1.0,71.47416224,7147.416224
2,410390034002,33.708092029031285,4.5,1.0,6.140999186,614.0999186
2,410050243041,33.55988401169077,4.5,1.0,0.147555864,14.7555864
2,410170004023,36.334503861077884,4.5,1.0,110.73470738,11073.470738
2,410191200002,34.73031136155561,4.5,1.0,2.737149155,329.0056054323653
2,410670317031,28.86663138360746,4.5,1.0,10.647018176,1064.7018176
2,410599505004,34.60897883081683,4.5,1.0,24.02696728,2402.696728
2,410510049003,34.825776868089,4.5,1.0,34.84403012,3484.403012
2,410510097011,31.62911468687891,4.5,1.0,1.85779462,185.779462
2,410290004061,37.37585468791914,4.5,1.0,7.8315680325,999.9742179049438
2,410459703005,35.019102172656716,4.5,1.0,2.84123018,284.123018
2,410390025032,34.33755592966716,4.5,1.0,10.632868274,1063.2868274
2,410290004052,35.22055490950158,4.5,1.0,10.330866942,1033.0866942
2,410659703003,35.966300001796974,4.5,1.0,10.6133223375,1621.0699824181645
2,410510093012,36.97886446641755,4.5,1.0,13.670083146,1367.0083146
2,410670324102,40.09496821062287,4.5,1.0,4.755301988,475.5301988000001
2,410359713003,23.477937694640126,4.5,1.0,1.36507011,182.85057632171174
2,410710308021,25.476256551290813,4.5,1.0,4.9929016325,952.0240250582425
2,410670321083,32.38727161502025,4.5,1.0,49.97731326,4997.731326
2,410510098031,35.87586324960089,4.5,1.0,9.063794478,906.3794478
2,410670318122,33.610621432616625,4.5,1.0,22.63520604,2263.520604
2,410050218022,28.87152822704328,4.5,1.0,0.0695323,6.9532300000000005
2,410670312003,30.811853119029557,4.5,1.0,13.532586284,1353.2586284
2,410510082012,30.69914713084223,4.5,1.0,22.12497572,2212.497572
2,410390019042,35.652250705479446,4.5,1.0,6.3663049225,750.2773661950466
2,410470006003,30.856771650187547,4.5,1.0,7.185547476,718.5547476
2,410050218012,28.83833146679944,4.5,1.0,0.316298056,31.6298056
2,410050219001,30.290197974533637,4.5,1.0,0.087772805,12.687280470991336
2,410670302003,28.842352873198482,4.5,1.0,49.89964536,4989.964536
2,410419503032,30.142668345903086,4.5,1.0,13.872219108,1387.2219108
2,410290001001,18.049407791762388,4.5,1.0,0.8014672374999999,186.61603248514916
2,410050232022,27.980741258562855,4.5,1.0,0.280377398,28.0377398
2,410170002004,26.753882252962363,4.5,1.0,0.0,149.6993959430534
2,410030001003,22.20690601804297,4.5,1.0,0.0039854700000000005,0.8588678808403379
2,410670320053,32.52194244824479,4.5,1.0,6.57584675,657.5846750000001
2,410333614001,37.03770854908821,4.5,1.0,10.612862495,1436.672499278784
2,410170011003,35.17716746842355,4.5,1.0,23.91796312,2391.796312
2,410510089022,29.882023093710973,4.5,1.0,3.35807802,335.80780200000004
2,410670321031,32.4868107617409,4.5,1.0,53.93332348,5393.332348
2,410190900004,23.477656163949856,4.5,1.0,4.7603477575,734.9649685718166
2,410470011002,30.755919159145943,4.5,1.0,18.304701006,1830.4701006
2,410510067021,38.204298259850745,4.5,1.0,26.186222,2618.6222
2,410470016023,22.269975418461694,4.5,1.0,4.2417579275,498.29510586488857
2,410333610002,23.375243420815934,4.5,1.0,5.76745227,897.5195081759996
2,410110001004,32.212887191302094,4.5,1.0,1.0476435275,468.79698376562055
2,410170017004,36.85360099880874,4.5,1.0,16.668000837500003,2395.724251867052
2,410670309001,39.76927290574441,4.5,1.0,8.556172976,855.6172975999999
2,410050225001,22.644828017766624,4.5,1.0,0.08249482000000001,8.292719899625805
2,410050216022,26.72453199808721,4.5,1.0,0.24548416,24.548416
2,410390021021,25.95301935816355,4.5,1.0,3.0375619775000002,583.8402189450466
2,410510104021,33.12796858213185,4.5,1.0,18.037706442,1803.7706442
2,410470016014,32.54783310861749,4.5,1.0,11.08514332,1108.514332
2,410050235001,26.588040169865746,4.5,1.0,0.083402235,12.468751970991336
2,410670318121,30.30580001584911,4.5,1.0,48.31301598,4831.301598
2,410050226053,33.255602106157106,4.5,1.0,0.126529694,12.6529694
2,410510074001,38.39655709320533,4.5,1.0,3.567845622,356.7845622
2,410510038011,32.84558902507657,4.5,1.0,24.14715024,2414.715024
2,410110008002,25.308694531963422,4.5,1.0,8.130596294,813.0596294
2,410390027001,22.926482805179464,4.5,1.0,8.028874342,802.8874342
2,410170003001,28.91480545090263,4.5,1.0,13.325263155,1651.8764291833113
2,410530202022,25.701648958815017,4.5,1.0,13.346727988,1334.6727988
2,410510098033,32.773525265589655,4.5,1.0,6.292974884,629.2974884
2,410510104091,24.281381674907866,4.5,1.0,12.922801462,1292.2801462
2,410290010011,26.96759021133717,4.5,1.0,6.603678528,660.3678527999999
2,410191500001,32.60043159510619,4.5,1.0,6.002396555000001,797.0674084468167
2,410619701004,22.33861978253498,4.5,1.0,16.976721328,1697.6721328
2,410050222071,36.07934585199701,4.5,1.0,0.39432881,39.432881
2,410390037002,21.76941294043805,4.5,1.0,0.0,142.51461083367016
2,410170008001,29.816586353313884,4.5,1.0,17.3084078725,3068.3772544355925
2,410099705003,38.29641498232505,4.5,1.0,18.8504990225,2619.0295226345925
2,410030106003,30.984136080581496,4.5,1.0,0.0001292995,0.12795450811312278
2,410670310034,20.247732414276847,4.5,1.0,48.23720498,4823.720498000001
2,410670321082,33.900839645194296,4.5,1.0,29.61498662,2961.498662
2,410290006022,30.438648769200743,4.5,1.0,9.873520972,987.3520972
2,410390032012,25.234945163653467,4.5,1.0,12.767705922,1276.7705922
2,410470002003,40.36098837020318,4.5,1.0,6.598837822,659.8837822
2,410159502002,30.4935642442027,4.5,1.0,5.894953082,589.4953082
2,410670315044,30.332903156120075,4.5,1.0,30.23456082,3023.456082
2,410470105022,23.396873773667274,4.5,1.0,21.26118544,2126.118544
2,410710307021,31.045256925059704,4.5,1.0,12.128901576,1212.8901576
2,410470015011,33.89879034456165,4.5,1.0,16.998832108,1699.8832108
2,410390007071,33.367552876310974,4.5,1.0,8.607425688,860.7425688
2,410530202032,33.688854823110326,4.5,1.0,1.604964365,295.59869604843936
2,410219601001,41.22590295429413,4.5,1.0,9.91055864,991.055864
2,410670316131,37.66327037415334,4.5,1.0,22.66335492,2266.335492
2,410510005014,23.222395863967364,4.5,1.0,18.70827555,1870.827555
2,410670315112,30.153320337529117,4.5,1.0,17.276704236,1727.6704236
2,410390009023,23.753509183826946,4.5,1.0,7.655736352,765.5736352
2,410670330003,30.44611698524724,4.5,1.0,17.77842448,1777.842448
2,410470028001,25.035466692909242,4.5,1.0,32.38078402,3238.078402
2,410170019022,44.717656306716705,4.5,1.0,16.90619659,1690.619659
2,410470104004,41.544630672919226,4.5,1.0,3.484127762,348.4127762
2,410430305002,23.45735429788253,4.5,1.0,7.103593646,710.3593646
2,410390030002,31.1441772177281,4.5,1.0,18.574575534,1857.4575534
2,410470012001,32.80469196359881,4.5,1.0,22.15898012,2215.898012
2,410290029003,32.13323860021596,4.5,1.0,10.575754272,1057.5754272
2,410390028003,24.087068002831668,4.5,1.0,19.248012,1924.8012
2,410170003002,42.584162499001536,4.5,1.0,3.5557746375,327.4881278180534
2,410050230022,32.01497332598498,4.5,1.0,0.13982469,13.982469
2,410390022023,30.228592664954988,4.5,1.0,21.64802542,2164.802542
2,410670316162,33.805599404901685,4.5,1.0,18.823159166,1882.3159166
2,410191800004,26.841286843558763,4.5,1.0,1.342848955,259.29059543236536
2,410510001002,30.754223698920065,4.5,1.0,91.44004764,9144.004764
2,410659702003,27.13863126320551,4.5,1.0,13.00101575,1740.4546530431644
2,410510033012,19.20709052605576,4.5,1.0,23.67785416,2367.785416
2,410099703002,34.51825027761279,4.5,1.0,15.932125697499998,2473.1108563845924
2,410050227072,30.55411232542469,4.5,1.0,0.346308922,34.630892200000005
2,410290010021,23.26498101749255,4.5,1.0,6.199721717499999,918.3819021549436
2,410099708002,35.46456386114052,4.5,1.0,3.647499795,1032.32181799523
2,410510101002,30.45474979974224,4.5,1.0,9.335285726,933.5285726
2,410639603002,22.850444610864116,4.5,1.0,15.256561294,1525.6561294
2,410670314042,22.88779785022498,4.5,1.0,50.17270732,5017.270732
2,410050225004,31.763699159158236,4.5,1.0,0.125014522,12.5014522
2,410099707001,34.95467089271752,4.5,1.0,13.373748315,1518.63424399523
2,410510010005,32.78717738794521,4.5,1.0,25.01814118,2501.814118
2,410170010013,32.569937293561516,4.5,1.0,27.903640475000003,3598.1388845605925
2,410670324042,33.88675588894353,4.5,1.0,24.70764958,2470.764958
2,410390004034,35.02768363584145,4.5,1.0,9.181017756,918.1017756
2,410470027001,30.162667657361116,4.5,1.0,18.883514686,1888.3514686
2,410510083012,26.542007027478874,4.5,1.0,4.649344584,464.9344584
2,410670316132,32.882340714706764,4.5,1.0,17.300969178,1730.0969177999998
2,410670316134,24.606428362630947,4.5,1.0,19.505109202,1950.5109202
2,410470107014,42.236134943103686,4.5,1.0,2.7184019850000003,422.1273087398886
2,410510051002,28.619975949551705,4.5,1.0,20.48263904,2048.263904
2,410670325021,33.522848975528085,4.5,1.0,22.8762867,2287.62867
2,410510036013,32.1022798304119,4.5,1.0,27.91022692,2791.022692
2,410670330002,37.46771731340949,4.5,1.0,8.353232004,835.3232004
2,410510093013,35.56740712188317,4.5,1.0,2.080255578,208.0255578
2,410510004023,29.05633175939539,4.5,1.0,18.955880124,1895.5880124
2,410050239021,32.84588927178567,4.5,1.0,0.072682704,7.2682704
2,410030005002,31.28155067703962,4.5,1.0,0.0104282225,1.181005505840338
2,410510094004,27.529763959912433,4.5,1.0,38.07948194,3807.948194
2,410670318041,34.262110346243276,4.5,1.0,35.05836852,3505.8368520000004
2,410170011002,33.906838125997375,4.5,1.0,26.19489032,2619.489032
2,410050226031,32.365401408175465,4.5,1.0,0.132270306,13.2270306
2,410430208023,30.829225850627726,4.5,1.0,3.134912302,313.4912302
2,410050236002,26.31587315824805,4.5,1.0,0.164619962,16.4619962
2,410333607021,31.867835209746737,4.5,1.0,8.6158600825,1336.822378653784
2,410390001002,31.042592038272332,4.5,1.0,29.89486778,2989.486778
2,410470011003,26.20673291231267,4.5,1.0,13.343685068,1334.3685068
2,410510061001,25.993099201567762,4.5,1.0,122.39047054,12239.047054
2,410470028002,25.428355624871482,4.5,1.0,20.38880088,2038.880088
2,410050227082,40.25064218588505,4.5,1.0,0.253448878,25.3448878
2,410470025021,27.362036745722758,4.5,1.0,8.31231724,831.2317240000001
2,410710305014,30.00168804174269,4.5,1.0,2.9280607375,361.7535146734393
2,410390016003,23.459172149388717,4.5,1.0,11.71690825,1171.690825
2,410530203023,33.928410375459585,4.5,1.0,7.447605842,744.7605841999999
2,410670319111,34.85543364808138,4.5,1.0,19.361115698,1936.1115698
2,410190500012,33.317056759710226,4.5,1.0,7.142098616,714.2098616000001
2,410390025013,30.8144286555773,4.5,1.0,7.83550583,783.550583
2,410670319091,28.394945331193426,4.5,1.0,53.70823642,5370.823642
2,410319602021,28.555500349875103,4.5,1.0,2.7476473649999997,771.5004819835414
2,410470025022,26.772551263051774,4.5,1.0,6.839008402,683.9008402000001
2,410470108022,37.047563540188065,4.5,1.0,32.71609594,3271.6095940000005
2,410390048001,37.95691524800149,4.5,1.0,3.43441305,314.23526333367016
2,410510063002,26.87343877307938,4.5,1.0,87.3526997,8735.26997
2,410390045023,29.79336849940594,4.5,1.0,14.84767855,1484.767855
2,410670329022,22.57325788512489,4.5,1.0,6.2401159725,733.7757545763943
2,410170002002,34.79297045304765,4.5,1.0,7.53221482,1362.2240124333114
2,410510104072,29.881836153620405,4.5,1.0,6.36351331,636.351331
2,410470012002,30.101083712623605,4.5,1.0,16.050801238,1605.0801238
2,410333606001,32.67217694209969,4.5,1.0,7.771203502500001,997.7070698009995
2,410050202004,34.10553001619543,4.5,1.0,0.010795705,4.707764149625804
2,410510085001,25.68832163987908,4.5,1.0,6.966533086,696.6533086000001
2,410510047002,37.37796131229785,4.5,1.0,39.13430922,3913.430922
2,410670302004,34.43130333722368,4.5,1.0,28.703527,2870.3527
2,410470023043,27.896193650208644,4.5,1.0,8.680180494,868.0180494
2,410050226061,35.21941514537316,4.5,1.0,0.17971523,17.971523
2,410670319082,34.55171046038381,4.5,1.0,62.17645142,6217.645142
2,410670324091,38.99054281282284,4.5,1.0,3.6117700775,602.3584598263944
2,410290004032,28.642713055833088,4.5,1.0,10.595010158,1059.5010158
2,410670315041,36.96126787909761,4.5,1.0,50.5317504,5053.17504
2,410390018011,21.499759270345756,4.5,1.0,11.908380842,1190.8380842
2,410290016022,32.50061165945316,4.5,1.0,2.6206952275,277.57743198514913
2,410030010011,29.839124445779348,4.5,1.0,0.00230241,0.2366100331131228
2,410191800001,24.65992695319087,4.5,1.0,8.139011974,813.9011974000001
2,410510106002,28.15553092822519,4.5,1.0,6.967444694,696.7444694
2,410359716003,37.37709594897152,4.5,1.0,1.22042477,175.61830932171173
2,410192100005,35.08875934504594,4.5,1.0,2.04840042,204.840042
2,410510037011,32.384760061728635,4.5,1.0,25.15412326,2515.412326
2,410470023033,33.664355869103574,4.5,1.0,8.964617614,896.4617614
2,410510080012,26.465923578313486,4.5,1.0,11.308423998,1130.8423998
2,410290021001,36.067488020550144,4.5,1.0,25.7200914,2572.00914
