Step,AgentID,Stakeholder preference
5,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
5,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
5,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
6,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
6,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
6,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
6,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
6,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
6,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
6,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
6,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
6,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
6,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
6,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
6,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
6,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
6,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
6,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
6,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
7,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
7,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
7,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
7,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
7,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
7,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
7,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
7,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
7,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
7,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
7,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
7,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
7,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
7,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
7,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
7,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
8,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
8,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
8,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
8,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
8,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
8,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
8,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
8,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
8,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
8,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
8,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
8,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
8,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
8,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
8,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
8,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
9,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
9,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
9,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
9,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
9,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
9,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
9,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
9,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
9,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
9,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
9,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
9,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
9,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
9,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
9,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
9,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
10,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
10,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
10,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
10,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
10,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
10,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
10,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
10,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
10,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
10,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
10,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
10,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
10,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
10,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
10,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
10,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
11,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
11,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
11,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
11,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
11,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
11,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
11,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
11,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
11,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
11,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
11,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
11,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
11,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
11,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
11,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
11,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
12,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
12,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
12,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
12,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
12,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
12,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
12,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
12,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
12,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
12,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
12,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
12,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
12,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
12,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
12,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
12,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
13,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
13,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
13,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
13,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
13,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
13,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
13,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
13,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
13,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
13,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
13,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
13,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
13,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
13,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
13,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
13,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
14,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
14,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
14,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
14,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
14,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
14,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
14,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
14,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
14,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
14,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
14,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
14,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
14,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
14,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
14,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
14,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
15,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
15,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
15,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
15,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
15,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
15,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
15,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
15,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
15,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
15,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
15,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
15,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
15,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
15,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
15,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
15,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
16,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
16,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
16,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
16,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
16,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
16,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
16,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
16,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
16,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
16,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
16,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
16,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
16,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
16,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
16,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
16,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
17,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
17,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
17,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
17,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
17,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
17,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
17,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
17,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
17,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
17,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
17,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
17,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
17,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
17,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
17,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
17,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
18,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
18,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
18,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
18,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
18,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
18,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
18,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
18,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
18,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
18,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
18,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
18,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
18,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
18,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
18,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
18,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
19,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
19,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
19,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
19,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
19,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
19,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
19,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
19,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
19,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
19,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
19,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
19,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
19,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
19,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
19,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
19,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
20,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
20,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
20,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
20,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
20,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
20,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
20,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
20,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
20,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
20,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
20,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
20,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
20,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
20,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
20,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
20,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
21,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
21,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
21,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
21,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
21,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
21,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
21,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
21,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
21,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
21,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
21,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
21,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
21,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
21,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
21,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
21,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
22,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
22,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
22,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
22,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
22,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
22,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
22,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
22,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
22,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
22,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
22,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
22,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
22,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
22,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
22,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
22,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
23,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
23,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
23,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
23,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
23,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
23,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
23,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
23,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
23,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
23,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
23,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
23,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
23,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
23,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
23,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
23,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
24,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
24,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
24,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
24,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
24,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
24,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
24,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
24,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
24,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
24,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
24,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
24,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
24,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
24,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
24,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
24,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
25,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
25,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
25,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
25,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
25,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
25,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
25,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
25,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
25,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
25,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
25,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
25,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
25,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
25,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
25,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
25,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
26,3d31ec14-08cd-48aa-9037-fa0479a141a7,14.0
26,9447168c-fdac-496a-8f36-4435bba4b4a7,18.0
26,7f8b75ab-0c81-4dfc-9d0c-fe78f760d1e5,18.0
26,c1e7bb28-15a4-481a-932f-22e44932b87a,18.0
26,f7e25628-6e81-4e34-ab01-3fe7c9618689,16.5
26,f9348b5b-2093-4d92-81a2-2ec56863e907,17.0
26,4f83f981-bb3a-4e39-94f9-30291fbd26cc,18.0
26,3de51eb0-2dea-449c-9439-d027051ee74f,17.0
26,1279a502-19e2-4846-b970-9e89f9b4a591,19.0
26,cd47ca1b-f482-45e9-8950-81d5d9175e79,6.5
26,1b5d3de3-8cd4-4d5c-b8c0-4f9dea4a154d,28.0
26,20cc7f14-dc4a-4b09-8960-089ef141b273,33.0
26,bd7bdc49-9833-42ad-98f0-70ece658db7a,37.5
26,a485dd40-bddf-4bd1-b663-b0a3706b2f69,23.5
26,64a014ee-41d4-43b3-8203-2fd1752e0c54,27.0
26,f2758492-3585-4bd1-ad32-8a6e933f1dd2,14.0
