id,population,power,lon,lat,ideology
147,1.0,0.61492,-122.68502,45.57413,-1.0
148,1.0,0.61492,-122.68502,45.57413,-1.0
149,1.0,0.61487,-122.64703,45.56651,-1.0
150,1.0,0.61487,-122.64703,45.56651,-1.0
151,1.0,0.61487,-122.64703,45.56651,-1.0
152,1.0,0.61452,-122.64703,45.56651,-1.0
153,1.0,0.61452,-122.64703,45.56651,-1.0
154,1.0,0.61446,-122.68502,45.57413,-1.0
155,1.0,0.61446,-122.68502,45.57413,-1.0
156,1.0,0.61231,-122.64703,45.56651,0.0
157,1.0,0.61186,-122.68502,45.57413,-1.0
158,1.0,0.60315,-122.68502,45.57413,0.0
159,1.0,0.60113,-122.64703,45.56651,-1.0
160,1.0,0.60113,-122.64703,45.56651,-1.0
161,1.0,0.60113,-122.64703,45.56651,-1.0
162,1.0,0.60072,-122.64703,45.56651,-1.0
163,1.0,0.60072,-122.64703,45.56651,-1.0
164,1.0,0.59979,-122.64703,45.56651,-1.0
165,1.0,0.59979,-122.64703,45.56651,-1.0
166,1.0,0.59979,-122.64703,45.56651,-1.0
167,1.0,0.59979,-122.64703,45.56651,1.0
168,1.0,0.59901,-122.64703,45.56651,-1.0
169,1.0,0.59901,-122.64703,45.56651,0.0
170,1.0,0.59591,-122.64703,45.56651,-1.0
171,1.0,0.59561,-122.68502,45.57413,-1.0
172,1.0,0.59561,-122.68502,45.57413,-1.0
173,1.0,0.59561,-122.68502,45.57413,0.0
174,1.0,0.59561,-122.68502,45.57413,-1.0
175,1.0,0.59561,-122.68502,45.57413,0.0
177,1.0,0.59465,-122.68502,45.57413,0.0
178,1.0,0.59465,-122.68502,45.57413,0.0
179,1.0,0.59465,-122.68502,45.57413,-1.0
180,1.0,0.59465,-122.68502,45.57413,0.0
181,1.0,0.58573,-122.68502,45.57413,-1.0
182,1.0,0.58573,-122.68502,45.57413,0.0
183,1.0,0.58396,-122.68502,45.57413,-1.0
184,1.0,0.58388,-122.64703,45.56651,0.0
185,1.0,0.58388,-122.64703,45.56651,0.0
186,1.0,0.58388,-122.64703,45.56651,-1.0
187,1.0,0.58388,-122.64703,45.56651,-1.0
188,1.0,0.58337,-122.64703,45.56651,-1.0
189,1.0,0.58337,-122.64703,45.56651,-1.0
190,1.0,0.58337,-122.64703,45.56651,0.0
191,1.0,0.58337,-122.64703,45.56651,0.0
192,1.0,0.58337,-122.64703,45.56651,-1.0
193,1.0,0.58337,-122.64703,45.56651,-1.0
194,1.0,0.58337,-122.64703,45.56651,-1.0
195,1.0,0.58224,-122.64703,45.56651,0.0
196,1.0,0.58224,-122.64703,45.56651,-1.0
197,1.0,0.58224,-122.64703,45.56651,-1.0
198,1.0,0.581,-122.68502,45.57413,-1.0
199,1.0,0.581,-122.68502,45.57413,0.0
200,1.0,0.581,-122.68502,45.57413,-1.0
201,1.0,0.58089,-122.64703,45.56651,0.0
202,1.0,0.58061,-122.64703,45.56651,-1.0
203,1.0,0.58061,-122.64703,45.56651,-1.0
205,1.0,0.57327,-122.68502,45.57413,0.0
206,1.0,0.57327,-122.68502,45.57413,0.0
209,1.0,0.56898,-122.64703,45.56651,-1.0
210,1.0,0.56898,-122.64703,45.56651,1.0
214,1.0,0.56472,-122.64703,45.56651,0.0
216,1.0,0.56472,-122.64703,45.56651,-1.0
217,1.0,0.56472,-122.64703,45.56651,-1.0
219,1.0,0.56275,-122.64703,45.56651,-1.0
220,1.0,0.56275,-122.64703,45.56651,-1.0
221,1.0,0.5588,-122.68502,45.57413,0.0
222,1.0,0.5588,-122.68502,45.57413,0.0
223,1.0,0.5588,-122.68502,45.57413,0.0
224,1.0,0.55783,-122.64703,45.56651,0.0
225,1.0,0.55783,-122.64703,45.56651,0.0
226,1.0,0.55783,-122.64703,45.56651,-1.0
227,1.0,0.55783,-122.64703,45.56651,0.0
228,1.0,0.55783,-122.64703,45.56651,-1.0
229,1.0,0.55783,-122.64703,45.56651,-1.0
230,1.0,0.55783,-122.64703,45.56651,-1.0
231,1.0,0.55783,-122.64703,45.56651,-1.0
232,1.0,0.55783,-122.64703,45.56651,-1.0
233,1.0,0.55695,-122.64703,45.56651,-1.0
234,1.0,0.55695,-122.64703,45.56651,-1.0
236,1.0,0.55553,-122.64703,45.56651,0.5
237,1.0,0.55553,-122.64703,45.56651,0.0
238,1.0,0.55553,-122.64703,45.56651,-1.0
239,1.0,0.55354,-122.64703,45.56651,-1.0
240,1.0,0.55354,-122.64703,45.56651,0.0
241,1.0,0.55354,-122.64703,45.56651,-1.0
242,1.0,0.55285,-122.64703,45.56651,-1.0
244,1.0,0.55273,-122.68502,45.57413,-1.0
245,1.0,0.55273,-122.68502,45.57413,0.0
246,1.0,0.55267,-122.64703,45.56651,-1.0
247,1.0,0.55267,-122.64703,45.56651,-1.0
248,1.0,0.55267,-122.64703,45.56651,-1.0
249,1.0,0.55267,-122.64703,45.56651,0.0
250,1.0,0.55188,-122.64703,45.56651,0.0
251,1.0,0.55188,-122.64703,45.56651,-1.0
254,1.0,0.54985,-122.64703,45.56651,0.0
255,1.0,0.54793,-122.68502,45.57413,1.0
256,1.0,0.54532,-122.64703,45.56651,-1.0
257,1.0,0.54419,-122.64703,45.56651,0.0
258,1.0,0.54419,-122.64703,45.56651,-1.0
259,1.0,0.54419,-122.64703,45.56651,-1.0
260,1.0,0.5437,-122.64703,45.56651,-1.0
261,1.0,0.5437,-122.64703,45.56651,-1.0
262,1.0,0.54344,-122.68502,45.57413,-1.0
263,1.0,0.54344,-122.68502,45.57413,-1.0
264,1.0,0.5421,-122.64703,45.56651,-1.0
265,1.0,0.5421,-122.64703,45.56651,0.0
266,1.0,0.5421,-122.64703,45.56651,0.0
267,1.0,0.54138,-122.64703,45.56651,-1.0
268,1.0,0.54138,-122.64703,45.56651,-1.0
269,1.0,0.54138,-122.64703,45.56651,-1.0
270,1.0,0.54138,-122.64703,45.56651,-1.0
271,1.0,0.54108,-122.68502,45.57413,-1.0
272,1.0,0.54108,-122.68502,45.57413,0.0
273,1.0,0.54108,-122.68502,45.57413,0.0
274,1.0,0.54108,-122.68502,45.57413,-1.0
275,1.0,0.54108,-122.68502,45.57413,0.0
276,1.0,0.54108,-122.68502,45.57413,-1.0
277,1.0,0.54108,-122.68502,45.57413,-1.0
278,1.0,0.54108,-122.68502,45.57413,-1.0
279,1.0,0.54054,-122.68502,45.57413,-1.0
280,1.0,0.54054,-122.68502,45.57413,0.0
281,1.0,0.54054,-122.68502,45.57413,0.0
282,1.0,0.54054,-122.68502,45.57413,0.0
284,1.0,0.53934,-122.64703,45.56651,-1.0
285,1.0,0.53934,-122.64703,45.56651,-1.0
286,1.0,0.53934,-122.64703,45.56651,1.0
287,1.0,0.53934,-122.64703,45.56651,-1.0
288,1.0,0.5378,-122.68502,45.57413,0.0
289,1.0,0.5378,-122.68502,45.57413,0.0
290,1.0,0.53724,-122.64703,45.56651,-1.0
291,1.0,0.53724,-122.64703,45.56651,-1.0
292,1.0,0.53469,-122.68502,45.57413,0.0
293,1.0,0.53469,-122.64703,45.56651,-1.0
294,1.0,0.53469,-122.64703,45.56651,-1.0
299,1.0,0.53144,-122.68502,45.57413,-1.0
300,1.0,0.53144,-122.68502,45.57413,0.0
301,1.0,0.53144,-122.68502,45.57413,-1.0
302,1.0,0.53074,-122.68502,45.57413,0.0
303,1.0,0.53074,-122.68502,45.57413,0.0
304,1.0,0.53074,-122.68502,45.57413,-1.0
305,1.0,0.53074,-122.68502,45.57413,0.0
306,1.0,0.53074,-122.68502,45.57413,-1.0
307,1.0,0.53074,-122.68502,45.57413,0.0
308,1.0,0.53074,-122.68502,45.57413,-1.0
309,1.0,0.53021,-122.64703,45.56651,-1.0
313,1.0,0.52714,-122.68502,45.57413,0.0
314,1.0,0.52714,-122.68502,45.57413,-1.0
316,1.0,0.52714,-122.68502,45.57413,-1.0
317,1.0,0.52714,-122.68502,45.57413,0.0
318,1.0,0.5269,-122.64703,45.56651,-1.0
319,1.0,0.5269,-122.64703,45.56651,-1.0
320,1.0,0.5269,-122.64703,45.56651,-1.0
321,1.0,0.5262,-122.64703,45.56651,0.0
322,1.0,0.5262,-122.64703,45.56651,-1.0
323,1.0,0.5262,-122.64703,45.56651,-1.0
324,1.0,0.5262,-122.64703,45.56651,0.5
325,1.0,0.5262,-122.64703,45.56651,-1.0
326,1.0,0.5262,-122.64703,45.56651,-1.0
328,1.0,0.52415,-122.68502,45.57413,-1.0
329,1.0,0.52415,-122.68502,45.57413,-1.0
330,1.0,0.52415,-122.68502,45.57413,0.0
331,1.0,0.52415,-122.68502,45.57413,-1.0
332,1.0,0.52415,-122.68502,45.57413,-1.0
333,1.0,0.52415,-122.68502,45.57413,0.0
334,1.0,0.52354,-122.64703,45.56651,-1.0
335,1.0,0.52354,-122.64703,45.56651,-1.0
337,1.0,0.52166,-122.68502,45.57413,-1.0
338,1.0,0.52166,-122.68502,45.57413,0.0
339,1.0,0.52166,-122.68502,45.57413,-1.0
340,1.0,0.52166,-122.68502,45.57413,-1.0
341,1.0,0.52166,-122.68502,45.57413,0.0
342,1.0,0.52026,-122.68502,45.57413,-1.0
343,1.0,0.52026,-122.68502,45.57413,-1.0
344,1.0,0.51917,-122.68502,45.57413,-1.0
345,1.0,0.51714,-122.64703,45.56651,-1.0
346,1.0,0.51714,-122.64703,45.56651,0.0
347,1.0,0.51714,-122.64703,45.56651,-1.0
349,1.0,0.51614,-122.64703,45.56651,-1.0
350,1.0,0.51614,-122.64703,45.56651,-1.0
351,1.0,0.51564,-122.68502,45.57413,-1.0
352,1.0,0.51564,-122.68502,45.57413,-1.0
353,1.0,0.51564,-122.68502,45.57413,-1.0
354,1.0,0.5141,-122.68502,45.57413,0.0
355,1.0,0.5141,-122.68502,45.57413,0.0
356,1.0,0.51296,-122.64703,45.56651,-1.0
357,1.0,0.51296,-122.64703,45.56651,-1.0
359,1.0,0.51296,-122.64703,45.56651,0.0
360,1.0,0.51296,-122.64703,45.56651,-1.0
361,1.0,0.51296,-122.64703,45.56651,-1.0
362,1.0,0.51296,-122.64703,45.56651,-1.0
366,1.0,0.51151,-122.68502,45.57413,0.0
367,1.0,0.51151,-122.68502,45.57413,1.0
368,1.0,0.51115,-122.68502,45.57413,0.0
369,1.0,0.51115,-122.68502,45.57413,-1.0
370,1.0,0.51115,-122.68502,45.57413,-1.0
371,1.0,0.51115,-122.68502,45.57413,-1.0
372,1.0,0.51115,-122.68502,45.57413,-1.0
373,1.0,0.51115,-122.68502,45.57413,1.0
374,1.0,0.51092,-122.64703,45.56651,-1.0
375,1.0,0.51092,-122.64703,45.56651,-1.0
376,1.0,0.51092,-122.64703,45.56651,-1.0
377,1.0,0.51092,-122.64703,45.56651,0.0
378,1.0,0.51092,-122.64703,45.56651,0.0
379,1.0,0.51092,-122.64703,45.56651,0.0
380,1.0,0.51092,-122.64703,45.56651,-1.0
381,1.0,0.51092,-122.64703,45.56651,-1.0
382,1.0,0.51092,-122.64703,45.56651,-1.0
383,1.0,0.51092,-122.64703,45.56651,-1.0
384,1.0,0.50998,-122.64703,45.56651,-1.0
385,1.0,0.50998,-122.64703,45.56651,-1.0
386,1.0,0.50989,-122.68502,45.57413,-1.0
387,1.0,0.50989,-122.68502,45.57413,-1.0
388,1.0,0.50989,-122.68502,45.57413,-1.0
389,1.0,0.50989,-122.68502,45.57413,-1.0
390,1.0,0.50989,-122.68502,45.57413,-1.0
391,1.0,0.50942,-122.64703,45.56651,-1.0
392,1.0,0.50888,-122.64703,45.56651,-1.0
393,1.0,0.50888,-122.64703,45.56651,0.0
394,1.0,0.50888,-122.64703,45.56651,0.0
395,1.0,0.50864,-122.68502,45.57413,-1.0
396,1.0,0.50864,-122.68502,45.57413,-1.0
397,1.0,0.50759,-122.68502,45.57413,-1.0
398,1.0,0.50759,-122.68502,45.57413,0.0
400,1.0,0.50736,-122.64703,45.56651,-1.0
401,1.0,0.50736,-122.64703,45.56651,-1.0
402,1.0,0.50736,-122.64703,45.56651,-1.0
403,1.0,0.50727,-122.64703,45.56651,-1.0
404,1.0,0.50727,-122.64703,45.56651,-1.0
405,1.0,0.50322,-122.64703,45.56651,-1.0
408,1.0,0.50239,-122.64703,45.56651,0.0
409,1.0,0.50239,-122.64703,45.56651,0.0
410,1.0,0.50223,-122.64703,45.56651,0.0
411,1.0,0.50223,-122.64703,45.56651,0.0
412,1.0,0.50223,-122.64703,45.56651,0.0
413,1.0,0.50017,-122.64703,45.56651,-1.0
415,1.0,0.50008,-122.64703,45.56651,0.0
416,1.0,0.50008,-122.64703,45.56651,-1.0
417,1.0,0.50008,-122.64703,45.56651,-1.0
418,1.0,0.50008,-122.64703,45.56651,0.0
419,1.0,0.49952,-122.68502,45.57413,-1.0
420,1.0,0.49952,-122.68502,45.57413,-1.0
421,1.0,0.49891,-122.64703,45.56651,0.0
422,1.0,0.49891,-122.64703,45.56651,-1.0
423,1.0,0.49826,-122.64703,45.56651,0.0
424,1.0,0.49777,-122.64703,45.56651,-1.0
425,1.0,0.49777,-122.64703,45.56651,-1.0
426,1.0,0.49777,-122.64703,45.56651,-1.0
427,1.0,0.49777,-122.64703,45.56651,-1.0
428,1.0,0.49677,-122.68502,45.57413,0.0
429,1.0,0.49677,-122.68502,45.57413,-1.0
430,1.0,0.49677,-122.68502,45.57413,-1.0
432,1.0,0.49462,-122.68502,45.57413,-1.0
433,1.0,0.49462,-122.68502,45.57413,0.0
434,1.0,0.49462,-122.68502,45.57413,-1.0
435,1.0,0.49356,-122.64703,45.56651,-1.0
436,1.0,0.49356,-122.64703,45.56651,0.0
438,1.0,0.49356,-122.64703,45.56651,0.0
439,1.0,0.49356,-122.64703,45.56651,0.0
440,1.0,0.49268,-122.64703,45.56651,0.0
441,1.0,0.49193,-122.68502,45.57413,-1.0
442,1.0,0.49193,-122.68502,45.57413,0.0
443,1.0,0.49165,-122.64703,45.56651,-1.0
444,1.0,0.49165,-122.64703,45.56651,-1.0
445,1.0,0.49011,-122.64703,45.56651,-1.0
446,1.0,0.49011,-122.64703,45.56651,-1.0
447,1.0,0.49011,-122.64703,45.56651,-1.0
448,1.0,0.49011,-122.64703,45.56651,-1.0
450,1.0,0.48824,-122.68502,45.57413,-1.0
451,1.0,0.48824,-122.68502,45.57413,-1.0
452,1.0,0.48805,-122.64703,45.56651,0.0
453,1.0,0.48805,-122.64703,45.56651,-1.0
454,1.0,0.48805,-122.64703,45.56651,0.0
455,1.0,0.48805,-122.64703,45.56651,-1.0
456,1.0,0.48805,-122.64703,45.56651,0.0
457,1.0,0.48805,-122.64703,45.56651,0.0
458,1.0,0.48783,-122.64703,45.56651,-1.0
459,1.0,0.48653,-122.68502,45.57413,-1.0
460,1.0,0.48653,-122.68502,45.57413,-1.0
461,1.0,0.48588,-122.68502,45.57413,-1.0
462,1.0,0.48588,-122.68502,45.57413,-1.0
463,1.0,0.48429,-122.68502,45.57413,-1.0
464,1.0,0.48429,-122.68502,45.57413,-1.0
465,1.0,0.48429,-122.68502,45.57413,-1.0
466,1.0,0.48387,-122.64703,45.56651,-1.0
467,1.0,0.48387,-122.64703,45.56651,-1.0
468,1.0,0.48362,-122.64703,45.56651,-1.0
469,1.0,0.48362,-122.64703,45.56651,0.0
470,1.0,0.48362,-122.64703,45.56651,-1.0
471,1.0,0.48362,-122.64703,45.56651,-1.0
472,1.0,0.48284,-122.64703,45.56651,0.0
473,1.0,0.48284,-122.64703,45.56651,-1.0
474,1.0,0.48284,-122.64703,45.56651,-1.0
475,1.0,0.48284,-122.64703,45.56651,0.0
476,1.0,0.48284,-122.64703,45.56651,-1.0
477,1.0,0.48227,-122.64703,45.56651,-1.0
478,1.0,0.48227,-122.64703,45.56651,0.0
479,1.0,0.48102,-122.68502,45.57413,-1.0
480,1.0,0.48102,-122.68502,45.57413,-1.0
481,1.0,0.48102,-122.68502,45.57413,-1.0
483,1.0,0.48035,-122.64703,45.56651,-1.0
484,1.0,0.48035,-122.64703,45.56651,-1.0
485,1.0,0.48035,-122.64703,45.56651,0.0
486,1.0,0.48007,-122.68502,45.57413,-1.0
487,1.0,0.48002,-122.68502,45.57413,0.0
488,1.0,0.48002,-122.68502,45.57413,-1.0
489,1.0,0.47998,-122.68502,45.57413,0.0
490,1.0,0.47924,-122.68502,45.57413,-1.0
491,1.0,0.47924,-122.68502,45.57413,-1.0
492,1.0,0.47924,-122.68502,45.57413,-1.0
493,1.0,0.4789,-122.64703,45.56651,0.0
494,1.0,0.4789,-122.64703,45.56651,0.0
495,1.0,0.4789,-122.64703,45.56651,-1.0
496,1.0,0.4789,-122.64703,45.56651,0.0
497,1.0,0.4789,-122.64703,45.56651,-1.0
498,1.0,0.47852,-122.68502,45.57413,0.0
499,1.0,0.47852,-122.68502,45.57413,0.0
500,1.0,0.47829,-122.64703,45.56651,0.0
501,1.0,0.47829,-122.64703,45.56651,-1.0
502,1.0,0.47829,-122.64703,45.56651,-1.0
503,1.0,0.47829,-122.64703,45.56651,-1.0
504,1.0,0.47737,-122.68502,45.57413,-1.0
505,1.0,0.47737,-122.68502,45.57413,1.0
506,1.0,0.47737,-122.68502,45.57413,-1.0
507,1.0,0.47737,-122.68502,45.57413,0.0
508,1.0,0.47737,-122.68502,45.57413,-1.0
510,1.0,0.4768,-122.68502,45.57413,0.0
511,1.0,0.4768,-122.68502,45.57413,-1.0
512,1.0,0.47653,-122.64703,45.56651,0.0
513,1.0,0.47653,-122.64703,45.56651,0.0
514,1.0,0.47653,-122.64703,45.56651,-1.0
516,1.0,0.47337,-122.64703,45.56651,-1.0
517,1.0,0.47337,-122.64703,45.56651,-1.0
518,1.0,0.47337,-122.64703,45.56651,-1.0
519,1.0,0.47337,-122.64703,45.56651,-1.0
520,1.0,0.47337,-122.64703,45.56651,-1.0
522,1.0,0.47312,-122.68502,45.57413,-1.0
523,1.0,0.47312,-122.68502,45.57413,1.0
524,1.0,0.4731,-122.64703,45.56651,1.0
525,1.0,0.4731,-122.64703,45.56651,-1.0
526,1.0,0.472,-122.64703,45.56651,-1.0
527,1.0,0.472,-122.64703,45.56651,-1.0
528,1.0,0.472,-122.64703,45.56651,0.0
529,1.0,0.472,-122.64703,45.56651,-1.0
530,1.0,0.47166,-122.64703,45.56651,-1.0
531,1.0,0.47166,-122.64703,45.56651,-1.0
532,1.0,0.47166,-122.64703,45.56651,0.0
533,1.0,0.47166,-122.64703,45.56651,0.0
534,1.0,0.47166,-122.64703,45.56651,-1.0
535,1.0,0.47166,-122.64703,45.56651,-1.0
536,1.0,0.47166,-122.64703,45.56651,-1.0
537,1.0,0.47085,-122.68502,45.57413,1.0
538,1.0,0.47085,-122.68502,45.57413,-1.0
539,1.0,0.47085,-122.68502,45.57413,-1.0
540,1.0,0.47071,-122.68502,45.57413,0.0
541,1.0,0.47071,-122.68502,45.57413,0.0
542,1.0,0.47071,-122.68502,45.57413,-1.0
543,1.0,0.47071,-122.68502,45.57413,0.0
544,1.0,0.47005,-122.64703,45.56651,0.0
545,1.0,0.47005,-122.64703,45.56651,-1.0
546,1.0,0.47005,-122.64703,45.56651,-1.0
547,1.0,0.47005,-122.64703,45.56651,0.0
548,1.0,0.47005,-122.64703,45.56651,-1.0
549,1.0,0.47005,-122.64703,45.56651,-1.0
551,1.0,0.46695,-122.68502,45.57413,0.0
552,1.0,0.46695,-122.68502,45.57413,0.0
553,1.0,0.46695,-122.68502,45.57413,0.0
554,1.0,0.46695,-122.68502,45.57413,0.0
555,1.0,0.46578,-122.64703,45.56651,-1.0
556,1.0,0.46578,-122.64703,45.56651,1.0
557,1.0,0.46531,-122.64703,45.56651,-1.0
558,1.0,0.46531,-122.64703,45.56651,0.0
559,1.0,0.46531,-122.64703,45.56651,-1.0
560,1.0,0.46531,-122.64703,45.56651,-1.0
562,1.0,0.46531,-122.64703,45.56651,0.0
563,1.0,0.46531,-122.64703,45.56651,-1.0
564,1.0,0.46531,-122.64703,45.56651,-1.0
565,1.0,0.46531,-122.64703,45.56651,0.0
566,1.0,0.46416,-122.68502,45.57413,0.0
567,1.0,0.46416,-122.68502,45.57413,-1.0
568,1.0,0.46416,-122.68502,45.57413,1.0
569,1.0,0.46374,-122.68502,45.57413,-1.0
570,1.0,0.46368,-122.68502,45.57413,0.0
572,1.0,0.46262,-122.68502,45.57413,-1.0
573,1.0,0.46262,-122.68502,45.57413,-1.0
574,1.0,0.46262,-122.68502,45.57413,-1.0
575,1.0,0.46262,-122.68502,45.57413,-1.0
576,1.0,0.46156,-122.68502,45.57413,-1.0
577,1.0,0.46062,-122.64703,45.56651,1.0
